node_id.code	ELEMENTO	NODO	N. DE TRUNK	TIPO DE CABLE	CANT. DE HILOS	CANT.  BUFFER	N. DE BUFFER	N. DE DISTRIBUCION	N. DE MANGA	N. DE ELEMENTO	EDIFICIO/ZONA	LINK	CORRELATIVO	GEOLOCALIZACION	LATITUD	LONGITUD	1693	OLT	PUERTO	ODF Y PUERTO	NOTAS			
																							COCHE	COCH
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	8	LAS BRISAS B		538	GPS	10.5143845989478	-66.9087724314964	NAP BRISAVILA 1.24.4.1.5.3.8 LAS BRISAS B	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 21			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	9	LAS BRISAS C		539	GPS	10.5146135372819	-66.9087213959261	NAP BRISAVILA 1.24.4.1.5.3.9 LAS BRISAS C	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 3			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	10	LAS BRISAS C		5310	GPS	10.5146135372819	-66.9087213959261	NAP BRISAVILA 1.24.4.1.5.3.10 LAS BRISAS C	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 9			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	11	LAS BRISAS C		5311	GPS	10.5146135372819	-66.9087213959261	NAP BRISAVILA 1.24.4.1.5.3.11 LAS BRISAS C	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 15			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	12	LAS BRISAS C		5312	GPS	10.5146135372819	-66.9087213959261	NAP BRISAVILA 1.24.4.1.5.3.12 LAS BRISAS C	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 21			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	13	LAS BRISAS D		5313	GPS	10.5143845989478	-66.9087724314964	NAP BRISAVILA 1.24.4.1.5.3.13 LAS BRISAS D	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 3			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	14	LAS BRISAS D		5314	GPS	10.5143845989478	-66.9087724314964	NAP BRISAVILA 1.24.4.1.5.3.14 LAS BRISAS D	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 9			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	15	LAS BRISAS D		5315	GPS	10.5143845989478	-66.9087724314964	NAP BRISAVILA 1.24.4.1.5.3.15 LAS BRISAS D	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 15			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	5	3	16	LAS BRISAS D		5316	GPS	10.5143845989478	-66.9087724314964	NAP BRISAVILA 1.24.4.1.5.3.16 LAS BRISAS D	OLT 2 (16 PUERTOS)	PON 1	ODF 1 PUERTO 5	PISO 21			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	1	CONSTITUYENTE	LINK	651	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.1 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	2	CONSTITUYENTE		652	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.2 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	3	CONSTITUYENTE		653	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.3 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	4	CONSTITUYENTE		654	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.4 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	5	CONSTITUYENTE		655	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.5 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	6	CONSTITUYENTE		656	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.6 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	7	PIRINEO		657	GPS	10.5152199851357	-66.9103276074998	NAP BRISAVILA 1.24.4.1.6.5.7 PIRINEO	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	8	PIRINEO		658	GPS	10.5152199851357	-66.9103276074998	NAP BRISAVILA 1.24.4.1.6.5.8 PIRINEO	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	9	PIRINEO		659	GPS	10.5152199851357	-66.9103276074998	NAP BRISAVILA 1.24.4.1.6.5.9 PIRINEO	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
BSVL	NAP	Brisavila	1	ADSS	24	4	1	6	5	10	CONSTITUYENTE		6510	GPS	10.5157182442586	-66.9104735411047	NAP BRISAVILA 1.24.4.1.6.5.10 CONSTITUYENTE	OLT 2 (16 PUERTOS)	PON 2	ODF 1 PUERTO 6	AZOTEA			
