Distribucion PON 1 (OLT 1). La Esperanza	-66.9121694457 10.5206166647,-66.9122003417 10.5206669713,-66.912274773 10.5206406002,-66.9123337816 10.5206366445,-66.9124457639 10.5206689492,-66.9125644516 10.5207691597,-66.9126968811 10.5208681355,-66.9126030038 10.5209980135,-66.9126130402 10.5210673468,-66.9127156566 10.5208734097,-66.9128551314 10.5209624124,-66.9130647381 10.5210586671,-66.9131140304 10.5210418312,-66.9131270994 10.5210718527,-66.9133580174 10.5211435588,-66.9135310862 10.5212194715	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 1 (OLT 1) Los Eucaliptus	-66.9121694457 10.5206166647,-66.9122472797 10.5206804912,-66.9124658797 10.5207240037,-66.912661681 10.5208914606,-66.9125490282 10.5210562804,-66.9124457632 10.5210233165,-66.9123319667 10.5211542223,-66.9122246693 10.521345892,-66.9120605627 10.521614503,-66.9117791207 10.5215280466,-66.9124650217 10.5217132414,-66.9128722425 10.5218012812	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 2 (OLT 1). Cujicitos	-66.9110160997 10.5208673535,-66.9113910043 10.521072483,-66.9112676227 10.5211937902,-66.9106421885 10.5207520066,-66.9112166607 10.5212307098,-66.9110095915 10.5215028209,-66.9110879147 10.5213203717,-66.9107756162 10.5211314658,-66.9103876925 10.5208485918	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 2 (OLT 1)	-66.9110160997 10.5208673535,-66.9114205086 10.5210935799,-66.9116645897 10.5214126706,-66.9119033063 10.5216315509,-66.9126194561 10.5217765919,-66.9128568523 10.5215185825,-66.9129885785 10.5211990401,-66.9132624184 10.5217434781,-66.9136128729 10.5215241625	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 3 (OLT 1) Cujicitos	-66.9110160997 10.5208673535,-66.9108755902 10.5207442047,-66.9104596405 10.5203210145,-66.9103544489 10.5200245485,-66.9101091901 10.5193787576,-66.9099799326 10.5193723995,-66.9098768481 10.5192136026,-66.909869962 10.5194172307,-66.9097009829 10.5194778847,-66.9098191159 10.5198007679,-66.90996135 10.5197747469,-66.9102259858 10.5203524923	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 4 (OLT 1) Cujicitos	-66.9093261556 10.5211829695,-66.9093493847 10.5211762485,-66.9094877367 10.5212059722,-66.9095105355 10.5210873021,-66.9096106713 10.5210267863,-66.9095078533 10.5210345598,-66.9094005649 10.5207998564,-66.9093406038 10.5207849236,-66.9093415563 10.5206099839,-66.9093979457 10.5204800869,-66.9096889653 10.5205249179,-66.9099625506 10.5207016049,-66.9100575173 10.5207133585,-66.9099035421 10.5206178764,-66.9097211518 10.5205005246,-66.9095185804 10.5204737451,-66.909448843 10.5204691301,-66.9095274173 10.5199771891,-66.9094714598 10.519859981,-66.9094791375 10.5196791939,-66.9092653772 10.5198508767,-66.9094547662 10.5196567783,-66.9094819134 10.5193797,-66.9095299937 10.5193595985,-66.909515441 10.5192821262,-66.909669668 10.5190421472,-66.9097277779 10.518930557	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 5 (OLT 1)	-66.9110160997 10.5208673535,-66.9113952683 10.521096799,-66.9111055898 10.5213275465,-66.9104484486 10.5209227494,-66.9103760289 10.5211099846,-66.9104734866 10.5211975387,-66.9105289148 10.5212484331,-66.9106468412 10.5213762188,-66.9106885063 10.5214224826	ff00ff37	__export__.isp_zone_6_a6f4fa99	cable
Distribucion 8 (PON 8, OLT 1)	-66.9183005727 10.5200412101,-66.9183442606 10.5196982256,-66.9184016897 10.5192612484,-66.9187449362 10.5193125607,-66.9193356062 10.5193127566,-66.9182611024 10.5192484123,-66.91832911 10.5187642005,-66.9188414673 10.5187220237,-66.9180851891 10.5187443703,-66.9180270225 10.5182485943,-66.918259659 10.5182259384,-66.9176184257 10.5182526845,-66.9172034681 10.5182329737,-66.9186559195 10.5181681593,-66.9179982936 10.5181771787,-66.9179370984 10.5178184283,-66.9182058885 10.5177976374,-66.9184347665 10.5177640257,-66.9174307586 10.5178003277,-66.9167336912 10.5178038778,-66.9164138043 10.5178509288,-66.9160580157 10.5175045868,-66.9162403753 10.5174081425,-66.9167818864 10.5172857625,-66.9174728653 10.517277774,-66.9169962122 10.5172464739,-66.9170465316 10.5168856352,-66.9172827069 10.5168974694	fffa0004	__export__.isp_zone_6_a6f4fa99	cable
Nap 8216 a 825	-66.9172827069 10.5168974694,-66.9169614757 10.5168575785	ff00ff44	__export__.isp_zone_6_a6f4fa99	cable
Distribucion 9 (PON 1, OLT 2)	-66.9192585746 10.5210752198,-66.9191737394 10.5212016191,-66.9191200952 10.5214046768,-66.9186723336 10.5214348368,-66.9190986375 10.5214706046,-66.919130824 10.5216815735,-66.9190664701 10.5216930358,-66.9191335062 10.5217633239,-66.9191442351 10.5220085749,-66.9191200952 10.5220929623,-66.9191227774 10.5222617371,-66.9191200952 10.5223988666,-66.9190483053 10.5224659977,-66.9189082007 10.5225676412,-66.9188196878 10.5224885281,-66.9187365393 10.522385681,-66.9186406514 10.5223010338,-66.9186051111 10.522182624,-66.9182751994 10.5221720755,-66.9181115694 10.5222524364	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
