2	-66.9218197479	10.4530777873	__export__.isp_zone_8_d70ed9f2	post
3	-66.9220183	10.452685	__export__.isp_zone_8_d70ed9f2	post
4	-66.9218945703	10.4533910692	__export__.isp_zone_8_d70ed9f2	post
5	-66.9219038749	10.4534624435	__export__.isp_zone_8_d70ed9f2	post
6	-66.9222868047	10.4537790412	__export__.isp_zone_8_d70ed9f2	post
7	-66.9223586622	10.4536034966	__export__.isp_zone_8_d70ed9f2	post
8	-66.9224537	10.4538794	__export__.isp_zone_8_d70ed9f2	post
9	-66.9227676185	10.453896558	__export__.isp_zone_8_d70ed9f2	post
10	-66.9224171117	10.4534515874	__export__.isp_zone_8_d70ed9f2	post
11	-66.9226110036	10.4535737155	__export__.isp_zone_8_d70ed9f2	post
12	-66.9226583025	10.4534158757	__export__.isp_zone_8_d70ed9f2	post
13	-66.9226827418	10.4533217509	__export__.isp_zone_8_d70ed9f2	post
14	-66.9225847965	10.4532213649	__export__.isp_zone_8_d70ed9f2	post
15	-66.9229073602	10.4535533411	__export__.isp_zone_8_d70ed9f2	post
16	-66.9230018495	10.4536754981	__export__.isp_zone_8_d70ed9f2	post
17	-66.9231265526	10.4539854923	__export__.isp_zone_8_d70ed9f2	post
18	-66.9231983055	10.4542723207	__export__.isp_zone_8_d70ed9f2	post
19	-66.923289604	10.4544623475	__export__.isp_zone_8_d70ed9f2	post
20	-66.9229821966	10.4542679829	__export__.isp_zone_8_d70ed9f2	post
21	-66.9228055668	10.4543910388	__export__.isp_zone_8_d70ed9f2	post
22	-66.9233483636	10.4552659996	__export__.isp_zone_8_d70ed9f2	post
23	-66.9234848167	10.4554583759	__export__.isp_zone_8_d70ed9f2	post
24	-66.9236620641	10.4556254396	__export__.isp_zone_8_d70ed9f2	post
25	-66.9240225444	10.4555926407	__export__.isp_zone_8_d70ed9f2	post
26	-66.9241954428	10.4559281114	__export__.isp_zone_8_d70ed9f2	post
27	-66.9244936513	10.4564835992	__export__.isp_zone_8_d70ed9f2	post
28	-66.9242001825	10.4554351832	__export__.isp_zone_8_d70ed9f2	post
29	-66.9243731617	10.4553577204	__export__.isp_zone_8_d70ed9f2	post
30	-66.9241725298	10.4551561247	__export__.isp_zone_8_d70ed9f2	post
31	-66.9243967522	10.4554509703	__export__.isp_zone_8_d70ed9f2	post
32	-66.9245086395	10.4555226243	__export__.isp_zone_8_d70ed9f2	post
33	-66.9248173215	10.4553358582	__export__.isp_zone_8_d70ed9f2	post
34	-66.9248383462	10.4551022919	__export__.isp_zone_8_d70ed9f2	post
35	-66.9246128503	10.4551918713	__export__.isp_zone_8_d70ed9f2	post
36	-66.9244785675	10.455270479	__export__.isp_zone_8_d70ed9f2	post
37	-66.925181692	10.4549660648	__export__.isp_zone_8_d70ed9f2	post
38	-66.9254815355	10.4547681131	__export__.isp_zone_8_d70ed9f2	post
39	-66.9252178529	10.4546454267	__export__.isp_zone_8_d70ed9f2	post
40	-66.9251489034	10.4546918365	__export__.isp_zone_8_d70ed9f2	post
41	-66.9251055591	10.454596175	__export__.isp_zone_8_d70ed9f2	post
42	-66.9248655046	10.454819525	__export__.isp_zone_8_d70ed9f2	post
43	-66.924879612	10.4544710737	__export__.isp_zone_8_d70ed9f2	post
44	-66.9242252227	10.4545239127	__export__.isp_zone_8_d70ed9f2	post
45	-66.9256030475	10.454611036	__export__.isp_zone_8_d70ed9f2	post
46	-66.9257510894	10.4544387104	__export__.isp_zone_8_d70ed9f2	post
47	-66.9253959139	10.4545416332	__export__.isp_zone_8_d70ed9f2	post
48	-66.9255208133	10.4543485696	__export__.isp_zone_8_d70ed9f2	post
49	-66.9252159153	10.4544103281	__export__.isp_zone_8_d70ed9f2	post
50	-66.9253208576	10.4542294016	__export__.isp_zone_8_d70ed9f2	post
51	-66.9250108134	10.4543010414	__export__.isp_zone_8_d70ed9f2	post
52	-66.9251464634	10.4541596677	__export__.isp_zone_8_d70ed9f2	post
53	-66.9263805474	10.4547176236	__export__.isp_zone_8_d70ed9f2	post
54	-66.926293628	10.4545942811	__export__.isp_zone_8_d70ed9f2	post
55	-66.9260307112	10.4545543419	__export__.isp_zone_8_d70ed9f2	post
56	-66.9259769088	10.4542527562	__export__.isp_zone_8_d70ed9f2	post
57	-66.9254488876	10.4540745387	__export__.isp_zone_8_d70ed9f2	post
58	-66.9256935693	10.453819905	__export__.isp_zone_8_d70ed9f2	post
59	-66.9257630488	10.4536308292	__export__.isp_zone_8_d70ed9f2	post
60	-66.9255940226	10.4534824236	__export__.isp_zone_8_d70ed9f2	post
61	-66.9253663607	10.4533848415	__export__.isp_zone_8_d70ed9f2	post
62	-66.9252217925	10.4532553713	__export__.isp_zone_8_d70ed9f2	post
63	-66.9250416285	10.4531783575	__export__.isp_zone_8_d70ed9f2	post
64	-66.9250840301	10.4530286824	__export__.isp_zone_8_d70ed9f2	post
65	-66.9252416064	10.4530021177	__export__.isp_zone_8_d70ed9f2	post
66	-66.9254065327	10.4531491508	__export__.isp_zone_8_d70ed9f2	post
67	-66.9256079901	10.4531343116	__export__.isp_zone_8_d70ed9f2	post
69	-66.9244736601	10.4540174329	__export__.isp_zone_8_d70ed9f2	post
70	-66.9245385845	10.4535443865	__export__.isp_zone_8_d70ed9f2	post
71	-66.9245918568	10.4531706692	__export__.isp_zone_8_d70ed9f2	post
72	-66.9245701605	10.4530834536	__export__.isp_zone_8_d70ed9f2	post
73	-66.9247519739	10.4523922705	__export__.isp_zone_8_d70ed9f2	post
74	-66.9243352721	10.4535551235	__export__.isp_zone_8_d70ed9f2	post
75	-66.9241921434	10.453818076	__export__.isp_zone_8_d70ed9f2	post
76	-66.9241117402	10.4536386415	__export__.isp_zone_8_d70ed9f2	post
77	-66.9239945085	10.453737505	__export__.isp_zone_8_d70ed9f2	post
78	-66.9237782216	10.4539753289	__export__.isp_zone_8_d70ed9f2	post
79	-66.923813342	10.4535298751	__export__.isp_zone_8_d70ed9f2	post
80	-66.9236096141	10.4534342117	__export__.isp_zone_8_d70ed9f2	post
81	-66.9232118556	10.4535121126	__export__.isp_zone_8_d70ed9f2	post
82	-66.9234696524	10.4532226964	__export__.isp_zone_8_d70ed9f2	post
83	-66.9230149799	10.4533740083	__export__.isp_zone_8_d70ed9f2	post
84	-66.9232254812	10.4530879627	__export__.isp_zone_8_d70ed9f2	post
85	-66.9228765057	10.4531874436	__export__.isp_zone_8_d70ed9f2	post
86	-66.9232054034	10.4528356516	__export__.isp_zone_8_d70ed9f2	post
87	-66.9229541712	10.4528407303	__export__.isp_zone_8_d70ed9f2	post
88	-66.9227403329	10.453013777	__export__.isp_zone_8_d70ed9f2	post
89	-66.9228521938	10.4525522962	__export__.isp_zone_8_d70ed9f2	post
90	-66.9227348361	10.4526129982	__export__.isp_zone_8_d70ed9f2	post
91	-66.9225878	10.4524198	__export__.isp_zone_8_d70ed9f2	post
92	-66.9223504488	10.4522749306	__export__.isp_zone_8_d70ed9f2	post
93	-66.9222413	10.4527739	__export__.isp_zone_8_d70ed9f2	post
94	-66.9237414242	10.4533260547	__export__.isp_zone_8_d70ed9f2	post
95	-66.9241213	10.4533045	__export__.isp_zone_8_d70ed9f2	post
96	-66.9241495591	10.4531178691	__export__.isp_zone_8_d70ed9f2	post
97	-66.9242393432	10.452920175	__export__.isp_zone_8_d70ed9f2	post
98	-66.9240579341	10.4528295521	__export__.isp_zone_8_d70ed9f2	post
99	-66.9238996953	10.4530839063	__export__.isp_zone_8_d70ed9f2	post
100	-66.9237463692	10.4529328845	__export__.isp_zone_8_d70ed9f2	post
101	-66.9238285522	10.4528226218	__export__.isp_zone_8_d70ed9f2	post
102	-66.9239303455	10.4526263933	__export__.isp_zone_8_d70ed9f2	post
103	-66.9237495309	10.4525813493	__export__.isp_zone_8_d70ed9f2	post
104	-66.9233981577	10.4526143809	__export__.isp_zone_8_d70ed9f2	post
105	-66.9235354675	10.4524741178	__export__.isp_zone_8_d70ed9f2	post
106	-66.9236806231	10.4524356927	__export__.isp_zone_8_d70ed9f2	post
107	-66.9235585905	10.4522508092	__export__.isp_zone_8_d70ed9f2	post
108	-66.9233743387	10.4520380636	__export__.isp_zone_8_d70ed9f2	post
109	-66.9238344105	10.4520326117	__export__.isp_zone_8_d70ed9f2	post
110	-66.9239447202	10.4522192605	__export__.isp_zone_8_d70ed9f2	post
111	-66.9241022372	10.452430128	__export__.isp_zone_8_d70ed9f2	post
112	-66.9242629579	10.4525698365	__export__.isp_zone_8_d70ed9f2	post
113	-66.9245441251	10.4523562491	__export__.isp_zone_8_d70ed9f2	post
114	-66.9244199649	10.4527547893	__export__.isp_zone_8_d70ed9f2	post
115	-66.9246094384	10.4525667432	__export__.isp_zone_8_d70ed9f2	post
116	-66.9237534844	10.4514239094	__export__.isp_zone_8_d70ed9f2	post
117	-66.9252853402	10.4518605048	__export__.isp_zone_8_d70ed9f2	post
