"Nombre de campo","Etiqueta de campo","Modelo","Tipo de campo","Tipo","Indexado","Almacenado","Sólo lectura","Modelo relacionado"
"is_mgn_service_port","Puerto/IP para Gestion","Equipo OLT","booleano","Campo base","","True","",""
"is_multi_user_olt","Multiples Usuarios","Equipo OLT","booleano","Campo base","","True","",""
"is_not_user_encap_ipoe","Disable Encapsulamiento IPOE/PPPOE","Equipo OLT","booleano","Campo base","","True","",""
"is_pppoe","PPPoE","Equipo OLT","booleano","Campo base","","True","",""
"is_product_vlan","Vlans-Profiles por Producto","Equipo OLT","booleano","Campo base","","True","",""
"is_redirect_srvport","Redireccionamiento ServicePort","Equipo OLT","booleano","Campo base","","True","",""
"is_reduce_script","Script Reducido","Equipo OLT","booleano","Campo base","","True","",""
"is_serial_onu_ascii","Serial Onu ASCII","Equipo OLT","booleano","Campo base","","True","",""
"is_serial_onu_hex","Serial Onu Hexadecimal","Equipo OLT","booleano","Campo base","","True","",""
"is_shutdown_interface","Shutdown Interface","Equipo OLT","booleano","Campo base","","True","",""
"is_uplink_port_vlan","Uplink Port VLAN","Equipo OLT","booleano","Campo base","","True","",""
"is_v2_brand_zte","Es Version 2 Zte?","Equipo OLT","booleano","Campo base","","","True",""
"is_virtual","Virtual","Equipo OLT","booleano","Campo base","","True","",""
"is_vsol_marca","Es VSOL Marca?","Equipo OLT","booleano","Campo base","","","True",""
"is_write_olt","Guardar Configuracion Olt","Equipo OLT","booleano","Campo base","","True","",""
"isp_core_port_line_id","Interface Core","Equipo OLT","many2one","Campo base","","True","","isp.core.port.line"
"isp_tr_069_id","Servidor TR-069","Equipo OLT","many2one","Campo base","","True","","isp.tr.069"
"kex_algorithms_ids","Kex Algorithms","Equipo OLT","many2many","Campo base","","True","","isp.kex.algorithms"
"lan1","Lan1","Equipo OLT","booleano","Campo base","","True","",""
"lan2","Lan2","Equipo OLT","booleano","Campo base","","True","",""
"lan3","Lan3","Equipo OLT","booleano","Campo base","","True","",""
"lan4","Lan4","Equipo OLT","booleano","Campo base","","True","",""
"line_network_router","Network Router","Equipo OLT","Carácter","Campo base","","True","",""
"line_olt_product","line product","Equipo OLT","one2many","Campo base","","True","","olt.line.product"
"message_attachment_count","Attachment Count","Equipo OLT","entero","Campo base","","","True",""
"message_follower_ids","Followers","Equipo OLT","one2many","Campo base","","True","","mail.followers"
"message_has_error","Message Delivery error","Equipo OLT","booleano","Campo base","","","True",""
"message_has_error_counter","Number of errors","Equipo OLT","entero","Campo base","","","True",""
"message_has_sms_error","SMS Delivery error","Equipo OLT","booleano","Campo base","","","True",""
"message_ids","Messages","Equipo OLT","one2many","Campo base","","True","","mail.message"
"message_is_follower","Is Follower","Equipo OLT","booleano","Campo base","","","True",""
"message_main_attachment_id","Main Attachment","Equipo OLT","many2one","Campo base","True","True","","ir.attachment"
"message_needaction","Action Needed","Equipo OLT","booleano","Campo base","","","True",""
"message_needaction_counter","Number of Actions","Equipo OLT","entero","Campo base","","","True",""
"message_partner_ids","Followers (Partners)","Equipo OLT","many2many","Campo base","","","True","res.partner"
"message_unread","Unread Messages","Equipo OLT","booleano","Campo base","","","True",""
"message_unread_counter","Unread Messages Counter","Equipo OLT","entero","Campo base","","","True",""
"model_olt","Modelo","Equipo OLT","Carácter","Campo base","","True","",""
"mtu","MTU","Equipo OLT","Carácter","Campo base","","True","",""
"my_activity_date_deadline","My Activity Deadline","Equipo OLT","fecha","Campo base","","","True",""
"name","Hostname","Equipo OLT","Carácter","Campo base","","True","",""
"name_service","Name Server","Equipo OLT","Carácter","Campo base","","True","",""
"node_id","Nodo","Equipo OLT","many2one","Campo base","","True","","isp.node"
"node_related_id","Nodo","Equipo OLT","many2one","Campo base","","","True","isp.node"
"num_slot_olt","Numero de Slots","Equipo OLT","entero","Campo base","","True","",""
"olt_card_count","Conteo Slot OLT","Equipo OLT","entero","Campo base","","","True",""
"ont_lineprofile","Ont Lineprofile","Equipo OLT","Selección","Campo base","","True","",""
"ont_lineprofile_value","Valor ont_lineprofile","Equipo OLT","Carácter","Campo base","","True","",""
"ont_srvprofile","Ont Srvprofile","Equipo OLT","Selección","Campo base","","True","",""
"ont_srvprofile_value","Valor ont_srvprofile","Equipo OLT","Carácter","Campo base","","True","",""
"password_olt","Password","Equipo OLT","Carácter","Campo base","","True","",""
"password_user","Password User","Equipo OLT","Carácter","Campo base","","True","",""
"poolip","Poolip","Equipo OLT","Carácter","Campo base","","True","",""
"port_olt","Puerto de Conexion","Equipo OLT","entero","Campo base","","True","",""
"port_vlan","Port Vlan","Equipo OLT","booleano","Campo base","","True","",""
"pri_onu_bridge","PRI ONU Bridge:","Equipo OLT","Carácter","Campo base","","True","",""
"pri_onu_standar","PRI ONU Standar:","Equipo OLT","Carácter","Campo base","","True","",""
"primary_dns","DNS Primario","Equipo OLT","Carácter","Campo base","","True","",""
"profile_dba_gestion","Profile DBA de Gestion","Equipo OLT","Carácter","Campo base","","True","",""
"profile_dba_internet","Profile DBA de Internet","Equipo OLT","Carácter","Campo base","","True","",""
"profile_onu_generic","Profile ONU Generico","Equipo OLT","Carácter","Campo base","","True","",""
"protocol_type","Protocolo Type","Equipo OLT","Selección","Campo base","","True","",""
"secondary_dns","DNS Secundario","Equipo OLT","Carácter","Campo base","","True","",""
"secret_olt","Secret","Equipo OLT","Carácter","Campo base","","True","",""
"send_srvprofile","Send Srvprofile","Equipo OLT","booleano","Campo base","","True","",""
"service_port_internet","Service Port-Internet","Equipo OLT","Carácter","Campo base","","True","",""
"service_type","Service Type","Equipo OLT","Selección","Campo base","","True","",""
"software_version","Version Software","Equipo OLT","Carácter","Campo base","","True","",""
"ssid1","SSID1","Equipo OLT","booleano","Campo base","","True","",""
"ssid2","SSID2","Equipo OLT","booleano","Campo base","","True","",""
"ssid3","SSID3","Equipo OLT","booleano","Campo base","","True","",""
"ssid4","SSID4","Equipo OLT","booleano","Campo base","","True","",""
"ssid5","SSID5","Equipo OLT","booleano","Campo base","","True","",""
"ssid6","SSID6","Equipo OLT","booleano","Campo base","","True","",""
"ssid7","SSID7","Equipo OLT","booleano","Campo base","","True","",""
"ssid8","SSID8","Equipo OLT","booleano","Campo base","","True","",""
"state","Estado","Equipo OLT","Selección","Campo base","","True","",""
"tcont","Tcont","Equipo OLT","Carácter","Campo base","","True","",""
"traffic_table","Traffic-Table(command)","Equipo OLT","Selección","Campo base","","True","",""
"type_access_net","Tipo Acceso","Equipo OLT","Selección","Campo base","","True","",""
"type_connection","Tipo de Conexión","Equipo OLT","Selección","Campo base","","True","",""
"user_olt","Usuario","Equipo OLT","Carácter","Campo base","","True","",""
"users_olt_ids","Usuarios Equipo OLT","Equipo OLT","one2many","Campo base","","True","","isp.olt.users"
"vlan_id","VLAN ID","Equipo OLT","Carácter","Campo base","","True","",""
"vlan_mgn_tr069","Vlan Mgn_TR69","Equipo OLT","entero","Campo base","","True","",""
"wan_maximum","WAN Maxima","Equipo OLT","booleano","Campo base","","True","",""
"wan_mode","WAN Mode","Equipo OLT","Selección","Campo base","","True","",""
"website_message_ids","Website Messages","Equipo OLT","one2many","Campo base","","True","","mail.message"
"write_date","Last Updated on","Equipo OLT","Fecha y hora","Campo base","","True","True",""
"write_uid","Last Updated by","Equipo OLT","many2one","Campo base","","True","True","res.users"
