,ELEMENTO,NODO,N. DE TRUNK,TIPO DE CABLE,CANT. DE HILOS,CANT.  BUFFER,N. DE BUFFER,N. DE DISTRIBUCION,N. DE MANGA,N. DE ELEMENTO,EDIFICIO/ZONA,LINK,CORRELATIVO,GEOLOCALIZACION,LATITUD,LONGITUD,1693,OLT,PUERTO,ODF Y PUERTO,NOTAS
,NAP,CARAPITA,1,ADSS,96,8,1,6,5,7,C. MERIDA,,657,GPS,10.471338575071726,-66.97394099140755,NAP CARAPITA 1.96.8.1.6.5.7 C. MERIDA,OLT 1 (16 PUERTOS),PON 6,ODF PUERTO 6,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,6,5,8,C. MERIDA,,658,GPS,10.471648025522745,-66.97359062022602,NAP CARAPITA 1.96.8.1.6.5.8 C. MERIDA,OLT 1 (16 PUERTOS),PON 6,ODF PUERTO 6,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,1,C. MERIDA,LINK,751,GPS,10.471428574767195,-66.97339426441093,NAP CARAPITA 1.96.8.1.7.5.1 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,2,C. MERIDA,,752,GPS,10.471005275086426,-66.97299463558389,NAP CARAPITA 1.96.8.1.7.5.2 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,3,C. MERIDA,,753,GPS,10.470494724909049,-66.97317206441765,NAP CARAPITA 1.96.8.1.7.5.3 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,4,C. MERIDA,,754,GPS,10.470685274374736,-66.97261646442055,NAP CARAPITA 1.96.8.1.7.5.4 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,5,C. MERIDA,,755,GPS,10.470456374722238,-66.97223390673989,NAP CARAPITA 1.96.8.1.7.5.5 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,6,C. MERIDA,,756,GPS,10.47005032490053,-66.97306096441436,NAP CARAPITA 1.96.8.1.7.5.6 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,7,C. MERIDA,,757,GPS,10.470283075100243,-66.9733664644094,NAP CARAPITA 1.96.8.1.7.5.7 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,7,5,8,C. MERIDA,,758,GPS,10.470623074727532,-66.97378316442587,NAP CARAPITA 1.96.8.1.7.5.8 C. MERIDA,OLT 1 (16 PUERTOS),PON 7,ODF PUERTO 7,CALLE MERIDA
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,1,ROMULO BETANCOURT,LINK,851,GPS,10.473567474881145,-66.97441133558335,NAP CARAPITA 1.96.8.1.8.5.1 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,2,ROMULO BETANCOURT,,852,GPS,10.47314417505185,-66.97435573558367,NAP CARAPITA 1.96.8.1.8.5.2 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,3,ROMULO BETANCOURT,,853,GPS,10.473379774693395,-66.97482169325929,NAP CARAPITA 1.96.8.1.8.5.3 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,4,ROMULO BETANCOURT,,854,GPS,10.473914174621795,-66.97502243558654,NAP CARAPITA 1.96.8.1.8.5.4 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,5,ROMULO BETANCOURT,,855,GPS,10.474484174920775,-66.97536646441762,NAP CARAPITA 1.96.8.1.8.5.5 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,6,ROMULO BETANCOURT,,856,GPS,10.474373074914984,-66.9755842779103,NAP CARAPITA 1.96.8.1.8.5.6 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,7,ROMULO BETANCOURT,,857,GPS,10.473678574888067,-66.97536646441816,NAP CARAPITA 1.96.8.1.8.5.7 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,8,5,8,ROMULO BETANCOURT,,858,GPS,10.472984174849525,-66.97526609324558,NAP CARAPITA 1.96.8.1.8.5.8 ROMULO BETANCOURT,OLT 1 (16 PUERTOS),PON 8,ODF PUERTO 8,CALLE ROMULO BETANCOURT
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,1,CALLE FRANCISCO,LINK,941,GPS,10.47578977499368,-66.97775536441527,NAP CARAPITA 1.96.8.1.9.4.1 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,2,CALLE FRANCISCO,,942,GPS,10.47634527501473,-66.97888353558035,NAP CARAPITA 1.96.8.1.9.4.2 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,3,CALLE FRANCISCO,,943,GPS,10.476623075031917,-66.97924902209759,NAP CARAPITA 1.96.8.1.9.4.3 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,4,CALLE FRANCISCO,,944,GPS,10.476456375029477,-66.97836646440571,NAP CARAPITA 1.96.8.1.9.4.4 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,5,CALLE FRANCISCO,,945,GPS,10.476966925022195,-66.97904389324893,NAP CARAPITA 1.96.8.1.9.4.5 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,6,CALLE FRANCISCO,,946,GPS,10.476873075046086,-66.97972122208971,NAP CARAPITA 1.96.8.1.9.4.6 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,7,CALLE FRANCISCO,,947,GPS,10.477443074879016,-66.97931096441741,NAP CARAPITA 1.96.8.1.9.4.7 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,9,4,8,CALLE FRANCISCO,,948,GPS,10.478533074956081,-66.97981096441917,NAP CARAPITA 1.96.8.1.9.4.8 CALLE FRANCISCO,OLT 1 (16 PUERTOS),PON 9,ODF PUERTO 9,CALLE FRANCISCO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,1,AV. DEL CABALLO,LINK,1031,GPS,10.475011974951178,-66.9762231779157,NAP CARAPITA 1.96.8.1.10.3.1 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,2,AV. DEL CABALLO,,1032,GPS,10.475633624992755,-66.9765117067517,NAP CARAPITA 1.96.8.1.10.3.2 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,3,AV. DEL CABALLO,,1033,GPS,10.476002425002603,-66.97715060675583,NAP CARAPITA 1.96.8.1.10.3.3 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,4,AV. DEL CABALLO,,1034,GPS,10.475306924949615,-66.97715499325517,NAP CARAPITA 1.96.8.1.10.3.4 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,5,AV. DEL CABALLO,,1035,GPS,10.475126925042028,-66.97744976441693,NAP CARAPITA 1.96.8.1.10.3.5 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,6,AV. DEL CABALLO,,1036,GPS,10.474695824889366,-66.97711646442255,NAP CARAPITA 1.96.8.1.10.3.6 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,7,AV. DEL CABALLO,,1037,GPS,10.47443912496849,-66.97652243558137,NAP CARAPITA 1.96.8.1.10.3.7 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,10,3,8,AV. DEL CABALLO,,1038,GPS,10.473977475033914,-66.97621049325431,NAP CARAPITA 1.96.8.1.10.3.8 AV. DEL CABALLO,OLT 1 (16 PUERTOS),PON 10,ODF PUERTO 10,AV. DEL CABALLO
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,1,Y PARTE IZQUIERDA,LINK,1161,GPS,10.47312977466568,-66.97684939324746,NAP CARAPITA 1.96.8.1.11.6.1 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 10,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,2,Y PARTE IZQUIERDA,,1162,GPS,10.473150874852573,-66.97684939326226,NAP CARAPITA 1.96.8.1.11.6.2 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,3,Y PARTE IZQUIERDA,,1163,GPS,10.473338575048402,-66.976327935578,NAP CARAPITA 1.96.8.1.11.6.3 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,4,Y PARTE IZQUIERDA,,1164,GPS,10.472768674623502,-66.9756442644174,NAP CARAPITA 1.96.8.1.11.6.4 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,5,Y PARTE IZQUIERDA,,1165,GPS,10.472202524429218,-66.97502877791462,NAP CARAPITA 1.96.8.1.11.6.5 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,6,Y PARTE IZQUIERDA,,1166,GPS,10.471439124918357,-66.97478316441743,NAP CARAPITA 1.96.8.1.11.6.6 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,7,Y PARTE IZQUIERDA,,1167,GPS,10.470928574746752,-66.97419976442198,NAP CARAPITA 1.96.8.1.11.6.7 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,1,11,6,8,Y PARTE IZQUIERDA,,1168,GPS,10.470039774700137,-66.973939035571,NAP CARAPITA 1.96.8.1.11.6.8 Y PARTE IZQUIERDA,OLT 1 (16 PUERTOS),PON 11,ODF PUERTO 11,"CALLE ""Y"" PARTE IZQUIERDA"
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,1,SAN JOSE. P. BAJA,LINK,1371,GPS,10.473761974889914,-66.97219537790387,NAP CARAPITA 1.96.8.2.13.7.1 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,2,SAN JOSE. P. BAJA,,1372,GPS,10.472817474838571,-66.97199463558822,NAP CARAPITA 1.96.8.2.13.7.2 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,3,SAN JOSE. P. BAJA,,1373,GPS,10.472144175060054,-66.97189426441861,NAP CARAPITA 1.96.8.2.13.7.3 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,4,SAN JOSE. P. BAJA,,1374,GPS,10.472678574835713,-66.97236646442182,NAP CARAPITA 1.96.8.2.13.7.4 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,5,SAN JOSE. P. BAJA,,1375,GPS,10.474650874932752,-66.9727490220953,NAP CARAPITA 1.96.8.2.13.7.5 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,6,SAN JOSE. P. BAJA,,1376,GPS,10.47531087501466,-66.97213987790974,NAP CARAPITA 1.96.8.2.13.7.6 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,7,SAN JOSE. P. BAJA,,1377,GPS,10.47625142502711,-66.97279389324936,NAP CARAPITA 1.96.8.2.13.7.7 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,13,7,8,SAN JOSE. P. BAJA,,1378,GPS,10.476421974989531,-66.97217645092068,NAP CARAPITA 1.96.8.2.13.7.8 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 13,ODF PUERTO 13,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,1,SAN JOSE. P. BAJA,LINK,1481,GPS,10.474612524888746,-66.97309315091847,NAP CARAPITA 1.96.8.2.14.8.1 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,2,SAN JOSE. P. BAJA,,1482,GPS,10.474595274931685,-66.97337085092794,NAP CARAPITA 1.96.8.2.14.8.2 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,3,SAN JOSE. P. BAJA,,1483,GPS,10.475609675027902,-66.97323195094098,NAP CARAPITA 1.96.8.2.14.8.3 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,4,SAN JOSE. P. BAJA,,1484,GPS,10.476095275010914,-66.9736442644155,NAP CARAPITA 1.96.8.2.14.8.4 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,5,SAN JOSE. P. BAJA,,1485,GPS,10.476689125013884,-66.97367206442716,NAP CARAPITA 1.96.8.2.14.8.5 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,6,SAN JOSE. P. BAJA,,1486,GPS,10.476456375025553,-66.97418903558246,NAP CARAPITA 1.96.8.2.14.8.6 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,7,SAN JOSE. P. BAJA,,1487,GPS,10.476988024947019,-66.97383427791549,NAP CARAPITA 1.96.8.2.14.8.7 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,14,8,8,SAN JOSE. P. BAJA,,1488,GPS,10.477050325021478,-66.97416757791366,NAP CARAPITA 1.96.8.2.14.8.8 SAN JOSE. P. BAJA,OLT 1 (16 PUERTOS),PON 14,ODF PUERTO 14,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,1,SAN JOSE. P. MEDIO,LINK,1581,GPS,10.477261975065423,-66.973533164414,NAP CARAPITA 1.96.8.2.15.8.1 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,2,SAN JOSE. P. MEDIO,,1582,GPS,10.47659527502992,-66.9744946355797,NAP CARAPITA 1.96.8.2.15.8.2 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,3,SAN JOSE. P. MEDIO,,1583,GPS,10.477629775207921,-66.97442206441761,NAP CARAPITA 1.96.8.2.15.8.3 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,4,SAN JOSE. P. MEDIO,,1584,GPS,10.477789775096056,-66.97548829324691,NAP CARAPITA 1.96.8.2.15.8.4 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,5,SAN JOSE. P. MEDIO,,1585,GPS,10.478178575113272,-66.97504389325711,NAP CARAPITA 1.96.8.2.15.8.5 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,6,SAN JOSE. P. MEDIO,,1586,GPS,10.478439125040792,-66.97543903557224,NAP CARAPITA 1.96.8.2.15.8.6 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,7,SAN JOSE. P. MEDIO,,1587,GPS,10.478744725045686,-66.97538353557904,NAP CARAPITA 1.96.8.2.15.8.7 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,15,8,8,SAN JOSE. P. MEDIO,,1588,GPS,10.478601975318478,-66.97574463557655,NAP CARAPITA 1.96.8.2.15.8.8 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 15,ODF PUERTO 17,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,1,SAN JOSE. P. MEDIO,LINK,1691,GPS,10.47926197517078,-66.9762895067448,NAP CARAPITA 1.96.8.2.16.9.1 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,2,SAN JOSE. P. MEDIO,,1692,GPS,10.47874757553227,-66.9759604932489,NAP CARAPITA 1.96.8.2.16.9.2 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,3,SAN JOSE. P. MEDIO,,1693,GPS,10.479244725053205,-66.97686646442317,NAP CARAPITA 1.96.8.2.16.9.3 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,4,SAN JOSE. P. MEDIO,,1694,GPS,10.479817475198011,-66.9779157220812,NAP CARAPITA 1.96.8.2.16.9.4 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,5,SAN JOSE. P. MEDIO,,1695,,10.481506093,-66.9776611129,NAP CARAPITA 1.96.8.2.16.9.5 SAN JOSE. P. MEDIO,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,6,,,1696,,,,NAP CARAPITA 1.96.8.2.16.9.6 ,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,7,,,1697,,,,NAP CARAPITA 1.96.8.2.16.9.7 ,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,16,9,8,,,1698,,,,NAP CARAPITA 1.96.8.2.16.9.8 ,OLT 1 (16 PUERTOS),PON 16,ODF PUERTO 16,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,1,EL ZANJON,LINK,17101,GPS,10.478874674949356,-66.97960742209334,NAP CARAPITA 1.96.8.2.17.10.1 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,2,EL ZANJON,,17102,GPS,10.478406129373147,-66.97954132932429,NAP CARAPITA 1.96.8.2.17.10.2 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,3,EL ZANJON,,17103,GPS,10.477974429340996,-66.9789520580488,NAP CARAPITA 1.96.8.2.17.10.3 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,4,EL ZANJON,,17104,GPS,10.477572728995543,-66.97816781376955,NAP CARAPITA 1.96.8.2.17.10.4 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,5,EL ZANJON,,17105,GPS,10.476970029410891,-66.9780908582153,NAP CARAPITA 1.96.8.2.17.10.5 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,6,EL ZANJON,,17106,GPS,10.476767729107745,-66.97725597119305,NAP CARAPITA 1.96.8.2.17.10.6 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,7,EL ZANJON,,17107,GPS,10.477222229440605,-66.97782462967412,NAP CARAPITA 1.96.8.2.17.10.7 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,17,10,8,EL ZANJON,,17108,GPS,10.477043829292368,-66.97733012915204,NAP CARAPITA 1.96.8.2.17.10.8 EL ZANJON,OLT 2 (16 PUERTOS),PON 1,ODF PUERTO 18,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,1,EL ZANJON,LINK,18101,GPS,10.479084479481084,-66.98004132942017,NAP CARAPITA 1.96.8.2.18.10.1 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,2,EL ZANJON,,18102,GPS,10.478408279216465,-66.98015830034574,NAP CARAPITA 1.96.8.2.18.10.2 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,3,EL ZANJON,,18103,GPS,10.479000528960025,-66.98052928486801,NAP CARAPITA 1.96.8.2.18.10.3 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,4,EL ZANJON,,18104,GPS,10.47966937947405,-66.9805571870196,NAP CARAPITA 1.96.8.2.18.10.4 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,5,EL ZANJON,,18105,GPS,10.48031827921003,-66.98105998684274,NAP CARAPITA 1.96.8.2.18.10.5 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,6,EL ZANJON,,18106,GPS,10.480199479549757,-66.98137294291216,NAP CARAPITA 1.96.8.2.18.10.6 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,7,EL ZANJON,,18107,GPS,10.480823929831802,-66.98030475838993,NAP CARAPITA 1.96.8.2.18.10.7 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,18,10,8,EL ZANJON,,18108,GPS,10.48123552905267,-66.98055830025739,NAP CARAPITA 1.96.8.2.18.10.8 EL ZANJON,OLT 2 (16 PUERTOS),PON 2,ODF PUERTO 19,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,20,7,7,ACEQUIA,LINK,2077,GPS,10.47455387926605,-66.9737075583064,NAP CARAPITA 1.96.8.2.20.7.7 ACEQUIA,OLT 2 (16 PUERTOS),PON 4,ODF PUERTO 20,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,20,7,8,ACEQUIA,,2078,GPS,10.475262779481708,-66.97395475795992,NAP CARAPITA 1.96.8.2.20.7.8 ACEQUIA,OLT 2 (16 PUERTOS),PON 4,ODF PUERTO 20,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,20,7,9,ACEQUIA,,2079,GPS,10.475262779481708,-66.97395475795992,NAP CARAPITA 1.96.8.2.20.7.9 ACEQUIA,OLT 2 (16 PUERTOS),PON 4,ODF PUERTO 20,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,20,7,1,APOYO,,2071,GPS,,,NAP CARAPITA 1.96.8.2.20.7.1 APOYO,OLT 2 (16 PUERTOS),PON 4,ODF PUERTO 20,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,20,7,2,APOYO,,2072,GPS,,,NAP CARAPITA 1.96.8.2.20.7.2 APOYO,OLT 2 (16 PUERTOS),PON 4,ODF PUERTO 20,N/A
,NAP,CARAPITA,1,ADSS,96,8,2,20,7,3,APOYO,,2073,GPS,,,NAP CARAPITA 1.96.8.2.20.7.3 APOYO,OLT 2 (16 PUERTOS),PON 4,ODF PUERTO 20,N/A
