,ELEMENTO,NODO,N. DE TRUNK,TIPO DE CABLE,CANT. DE HILOS,CANT.  BUFFER,N. DE BUFFER,N. DE DISTRIBUCION,N. DE MANGA,N. DE ELEMENTO,EDIFICIO/ZONA,LINK,CORRELATIVO,GEOLOCALIZACION,LATITUD,LONGITUD,1693,OLT,PUERTO,ODF Y PUERTO,NOTAS
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,9,BOMBA DE GASOLINA,,6A29,GPS,10.485857089321824,-66.94954732729515,NAP LA PAZ 1.24.1.1.6A.2.9 BOMBA DE GASOLINA,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,EN POSTE
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,10,BOMBA DE GASOLINA,,6A210,GPS,10.485404831611374,-66.94983732331409,NAP LA PAZ 1.24.1.1.6A.2.10 BOMBA DE GASOLINA,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,EN POSTE
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,11,BOMBA DE GASOLINA,,6A211,GPS,10.485134943868298,-66.95005694110513,NAP LA PAZ 1.24.1.1.6A.2.11 BOMBA DE GASOLINA,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,EN POSTE
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,12,BOMBA DE GASOLINA,,6A212,GPS,10.48483198128774,-66.95047890552266,NAP LA PAZ 1.24.1.1.6A.2.12 BOMBA DE GASOLINA,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,EN POSTE
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,13,FUNCHAL,,6A213,GPS,10.484756693149526,-66.95017981237335,NAP LA PAZ 1.24.1.1.6A.2.13 FUNCHAL,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,14,FUNCHAL,,6A214,GPS,10.484756693149526,-66.95017981237335,NAP LA PAZ 1.24.1.1.6A.2.14 FUNCHAL,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,15,FUNCHAL,,6A215,GPS,10.484756693149526,-66.95017981237335,NAP LA PAZ 1.24.1.1.6A.2.15 FUNCHAL,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,6A,2,16,TAMAIRA,,6A216,GPS,10.486418624465548,-66.94787095092475,NAP LA PAZ 1.24.1.1.6A.2.16 TAMAIRA,OLT 1 (8 PUERTOS),PON 2,ODF PUERTO 6,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,1,SAN MICHAEL,LINK,7A31,GPS,10.484456375431106,-66.9493002355833,NAP LA PAZ 1.24.1.1.7A.3.1 SAN MICHAEL,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 1
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,2,SAN MICHAEL,,7A32,GPS,10.484456375431106,-66.9493002355833,NAP LA PAZ 1.24.1.1.7A.3.2 SAN MICHAEL,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 3
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,3,SAN MICHAEL,,7A33,GPS,10.484456375431106,-66.9493002355833,NAP LA PAZ 1.24.1.1.7A.3.3 SAN MICHAEL,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 5
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,4,EMMA,,7A34,GPS,10.484329013043363,-66.94924904079895,NAP LA PAZ 1.24.1.1.7A.3.4 EMMA,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 2
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,5,EMMA,,7A35,GPS,10.484329013043363,-66.94924904079895,NAP LA PAZ 1.24.1.1.7A.3.5 EMMA,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 4
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,6,MARINA SUITES,,7A36,GPS,10.484936486426848,-66.94922220005765,NAP LA PAZ 1.24.1.1.7A.3.6 MARINA SUITES,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 2
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,7,MARINA SUITES,,7A37,GPS,10.484936486426848,-66.94922220005765,NAP LA PAZ 1.24.1.1.7A.3.7 MARINA SUITES,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 5
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,8,MARINA SUITES,,7A38,GPS,10.484936486426848,-66.94922220005765,NAP LA PAZ 1.24.1.1.7A.3.8 MARINA SUITES,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,PISO 7
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,9,SANTA FE,,7A39,GPS,10.484933849023221,-66.94923292891262,NAP LA PAZ 1.24.1.1.7A.3.9 SANTA FE,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,10,SANTA FE,,7A310,GPS,10.484933849023221,-66.94923292891263,NAP LA PAZ 1.24.1.1.7A.3.10 SANTA FE,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,11,ULISES,,7A311,GPS,10.484652298722382,-66.94879272889041,NAP LA PAZ 1.24.1.1.7A.3.11 ULISES,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,12,MANGA 3,,7A312,GPS,10.484511972893777,-66.94905023484827,NAP LA PAZ 1.24.1.1.7A.3.12 MANGA 3,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,13,CULTURA,,7A313,GPS,10.484641719597041,-66.94843251993274,NAP LA PAZ 1.24.1.1.7A.3.13 CULTURA,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,14,CULTURA,,7A314,GPS,10.484641719597041,-66.94843251993274,NAP LA PAZ 1.24.1.1.7A.3.14 CULTURA,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,15,TALLERES LA PAZ,,7A315,GPS,10.485436486423426,-66.9480752534196,NAP LA PAZ 1.24.1.1.7A.3.15 TALLERES LA PAZ,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,7A,3,16,N/A,,7A316,,,,NAP LA PAZ 1.24.1.1.7A.3.16 N/A,OLT 1 (8 PUERTOS),PON 3,ODF PUERTO 7,NO INSTALADA
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,1,TORRE A PPPO7,LINK,8A71,GPS,10.482085763563315,-66.95086467133719,NAP LA PAZ 1.24.1.1.8A.7.1 TORRE A PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,2,TORRE A PPPO7,,8A72,GPS,10.482085763563315,-66.95086467133720,NAP LA PAZ 1.24.1.1.8A.7.2 TORRE A PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,3,TORRE A PPPO7,,8A73,GPS,10.482085763563315,-66.95086467133721,NAP LA PAZ 1.24.1.1.8A.7.3 TORRE A PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,4,TORRE A PPPO7,,8A74,GPS,10.482085763563315,-66.95086467133722,NAP LA PAZ 1.24.1.1.8A.7.4 TORRE A PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,5,TORRE A PPPO7,,8A75,GPS,10.482085763563315,-66.95086467133723,NAP LA PAZ 1.24.1.1.8A.7.5 TORRE A PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,6,TORRE A PPPO7,,8A76,GPS,10.482085763563315,-66.95086467133724,NAP LA PAZ 1.24.1.1.8A.7.6 TORRE A PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,7,TORRE B PPPO7,,8A77,GPS,10.482266070593397,-66.95067646043489,NAP LA PAZ 1.24.1.1.8A.7.7 TORRE B PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,8,TORRE B PPPO7,,8A78,GPS,10.482266070593397,-66.95067646043490,NAP LA PAZ 1.24.1.1.8A.7.8 TORRE B PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,9,TORRE B PPPO7,,8A79,GPS,10.482266070593397,-66.95067646043491,NAP LA PAZ 1.24.1.1.8A.7.9 TORRE B PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,10,TORRE B PPPO7,,8A710,GPS,10.482266070593397,-66.95067646043492,NAP LA PAZ 1.24.1.1.8A.7.10 TORRE B PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,11,TORRE B PPPO7,,8A711,GPS,10.482266070593397,-66.95067646043493,NAP LA PAZ 1.24.1.1.8A.7.11 TORRE B PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,12,TORRE B PPPO7,,8A712,GPS,10.482266070593397,-66.95067646043494,NAP LA PAZ 1.24.1.1.8A.7.12 TORRE B PPPO7,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,13,N/A,,8A713,,,,NAP LA PAZ 1.24.1.1.8A.7.13 N/A,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,14,N/A,,8A714,,,,NAP LA PAZ 1.24.1.1.8A.7.14 N/A,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,15,N/A,,8A715,,,,NAP LA PAZ 1.24.1.1.8A.7.15 N/A,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,8A,7,16,N/A,,8A716,,,,NAP LA PAZ 1.24.1.1.8A.7.16 N/A,OLT 1 (8 PUERTOS),PON 4,ODF PUERTO 8,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,1,TORRE C PPPO7,LINK,9A71,GPS,10.482419380490345,-66.95052105383095,NAP LA PAZ 1.24.1.1.9A.7.1 TORRE C PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,2,TORRE C PPPO7,,9A72,GPS,10.482419380490345,-66.95052105383095,NAP LA PAZ 1.24.1.1.9A.7.2 TORRE C PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,3,TORRE C PPPO7,,9A73,GPS,10.482419380490345,-66.95052105383095,NAP LA PAZ 1.24.1.1.9A.7.3 TORRE C PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,4,TORRE C PPPO7,,9A74,GPS,10.482419380490345,-66.95052105383095,NAP LA PAZ 1.24.1.1.9A.7.4 TORRE C PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,5,TORRE C PPPO7,,9A75,GPS,10.482419380490345,-66.95052105383095,NAP LA PAZ 1.24.1.1.9A.7.5 TORRE C PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,6,TORRE C PPPO7,,9A76,GPS,10.482419380490345,-66.95052105383095,NAP LA PAZ 1.24.1.1.9A.7.6 TORRE C PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,7,TORRE D PPPO7,,9A77,GPS,10.48252136703152,-66.95036898141359,NAP LA PAZ 1.24.1.1.9A.7.7 TORRE D PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,8,TORRE D PPPO7,,9A78,GPS,10.48252136703152,-66.95036898141359,NAP LA PAZ 1.24.1.1.9A.7.8 TORRE D PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,9,TORRE D PPPO7,,9A79,GPS,10.48252136703152,-66.95036898141359,NAP LA PAZ 1.24.1.1.9A.7.9 TORRE D PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,10,TORRE D PPPO7,,9A710,GPS,10.48252136703152,-66.95036898141359,NAP LA PAZ 1.24.1.1.9A.7.10 TORRE D PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,11,TORRE D PPPO7,,9A711,GPS,10.48252136703152,-66.95036898141359,NAP LA PAZ 1.24.1.1.9A.7.11 TORRE D PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,12,TORRE D PPPO7,,9A712,GPS,10.48252136703152,-66.95036898141359,NAP LA PAZ 1.24.1.1.9A.7.12 TORRE D PPPO7,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 9,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,13,N/A,,9A713,,,,NAP LA PAZ 1.24.1.1.9A.7.13 N/A,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,14,N/A,,9A714,,,,NAP LA PAZ 1.24.1.1.9A.7.14 N/A,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,15,N/A,,9A715,,,,NAP LA PAZ 1.24.1.1.9A.7.15 N/A,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,9A,7,16,N/A,,9A716,,,,NAP LA PAZ 1.24.1.1.9A.7.16 N/A,OLT 1 (8 PUERTOS),PON 5,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,1,TORRE E PPPO7,LINK,10A81,GPS,10.481971872076237,-66.95031337004652,NAP LA PAZ 1.24.1.1.10A.8.1 TORRE E PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,2,TORRE E PPPO7,,10A82,GPS,10.481971872076237,-66.95031337004652,NAP LA PAZ 1.24.1.1.10A.8.2 TORRE E PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,3,TORRE E PPPO7,,10A83,GPS,10.481971872076237,-66.95031337004652,NAP LA PAZ 1.24.1.1.10A.8.3 TORRE E PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,4,TORRE E PPPO7,,10A84,GPS,10.481971872076237,-66.95031337004652,NAP LA PAZ 1.24.1.1.10A.8.4 TORRE E PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,5,TORRE F PPPO7,,10A85,GPS,10.48208284732831,-66.95020051014538,NAP LA PAZ 1.24.1.1.10A.8.5 TORRE F PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,6,TORRE F PPPO7,,10A86,GPS,10.48208284732831,-66.95020051014538,NAP LA PAZ 1.24.1.1.10A.8.6 TORRE F PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,7,TORRE F PPPO7,,10A87,GPS,10.48208284732831,-66.95020051014538,NAP LA PAZ 1.24.1.1.10A.8.7 TORRE F PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,8,TORRE F PPPO7,,10A88,GPS,10.48208284732831,-66.95020051014538,NAP LA PAZ 1.24.1.1.10A.8.8 TORRE F PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,9,TORRE F PPPO7,,10A89,GPS,10.48208284732831,-66.95020051014538,NAP LA PAZ 1.24.1.1.10A.8.9 TORRE F PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,10,TORRE F PPPO7,,10A810,GPS,10.48208284732831,-66.95020051014538,NAP LA PAZ 1.24.1.1.10A.8.10 TORRE F PPPO7,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,11,N/A,,10A811,,,,NAP LA PAZ 1.24.1.1.10A.8.11 N/A,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,12,N/A,,10A812,,,,NAP LA PAZ 1.24.1.1.10A.8.12 N/A,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,13,N/A,,10A813,,,,NAP LA PAZ 1.24.1.1.10A.8.13 N/A,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,14,N/A,,10A814,,,,NAP LA PAZ 1.24.1.1.10A.8.14 N/A,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,15,N/A,,10A815,,,,NAP LA PAZ 1.24.1.1.10A.8.15 N/A,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,10A,8,16,N/A,,10A816,,,,NAP LA PAZ 1.24.1.1.10A.8.16 N/A,OLT 1 (8 PUERTOS),PON 6,ODF PUERTO 10,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,1,TORRE G PPPO7,LINK,11A81,GPS,10.482207660976492,-66.95010454756348,NAP LA PAZ 1.24.1.1.11A.8.1 TORRE G PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,2,TORRE G PPPO7,,11A82,GPS,10.482207660976492,-66.95010454756348,NAP LA PAZ 1.24.1.1.11A.8.2 TORRE G PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,3,TORRE G PPPO7,,11A83,GPS,10.482207660976492,-66.95010454756348,NAP LA PAZ 1.24.1.1.11A.8.3 TORRE G PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,4,TORRE G PPPO7,,11A84,GPS,10.482207660976492,-66.95010454756348,NAP LA PAZ 1.24.1.1.11A.8.4 TORRE G PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,5,TORRE G PPPO7,,11A85,GPS,10.482207660976492,-66.95010454756348,NAP LA PAZ 1.24.1.1.11A.8.5 TORRE G PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,6,TORRE G PPPO7,,11A86,GPS,10.482207660976492,-66.95010454756348,NAP LA PAZ 1.24.1.1.11A.8.6 TORRE G PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,7,TORRE H PPPO7,,11A87,GPS,10.482292310729745,-66.9499933359322,NAP LA PAZ 1.24.1.1.11A.8.7 TORRE H PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,8,TORRE H PPPO7,,11A88,GPS,10.482292310729745,-66.9499933359322,NAP LA PAZ 1.24.1.1.11A.8.8 TORRE H PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,9,TORRE H PPPO7,,11A89,GPS,10.482292310729745,-66.9499933359322,NAP LA PAZ 1.24.1.1.11A.8.9 TORRE H PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,10,TORRE H PPPO7,,11A810,GPS,10.482292310729745,-66.9499933359322,NAP LA PAZ 1.24.1.1.11A.8.10 TORRE H PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,11,TORRE H PPPO7,,11A811,GPS,10.482292310729745,-66.9499933359322,NAP LA PAZ 1.24.1.1.11A.8.11 TORRE H PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,12,TORRE H PPPO7,,11A812,GPS,10.482292310729745,-66.9499933359322,NAP LA PAZ 1.24.1.1.11A.8.12 TORRE H PPPO7,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,13,N/A,,11A813,,,,NAP LA PAZ 1.24.1.1.11A.8.13 N/A,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,14,N/A,,11A814,,,,NAP LA PAZ 1.24.1.1.11A.8.14 N/A,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,15,N/A,,11A815,,,,NAP LA PAZ 1.24.1.1.11A.8.15 N/A,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,11A,8,16,N/A,,11A816,,,,NAP LA PAZ 1.24.1.1.11A.8.16 N/A,OLT 1 (8 PUERTOS),PON 7,ODF PUERTO 11,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,1,TORRE I PPPO7,LINK,12 A81,GPS,10.482492265085567,-66.94978667289689,NAP LA PAZ 1.24.1.1.12 A.8.1 TORRE I PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,2,TORRE I PPPO7,,12 A82,GPS,10.482492265085567,-66.94978667289689,NAP LA PAZ 1.24.1.1.12 A.8.2 TORRE I PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,3,TORRE I PPPO7,,12 A83,GPS,10.482492265085567,-66.94978667289689,NAP LA PAZ 1.24.1.1.12 A.8.3 TORRE I PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,4,TORRE I PPPO7,,12 A84,GPS,10.482492265085567,-66.94978667289689,NAP LA PAZ 1.24.1.1.12 A.8.4 TORRE I PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,5,TORRE I PPPO7,,12 A85,GPS,10.482492265085567,-66.94978667289689,NAP LA PAZ 1.24.1.1.12 A.8.5 TORRE I PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,13 A,8,6,TORRE I PPPO7,,13 A86,GPS,10.482492265085567,-66.94978667289689,NAP LA PAZ 1.24.1.1.13 A.8.6 TORRE I PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,7,TORRE J PPPO7,,12 A87,GPS,10.482679674362247,-66.9495951091781,NAP LA PAZ 1.24.1.1.12 A.8.7 TORRE J PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,8,TORRE J PPPO7,,12 A88,GPS,10.482679674362247,-66.9495951091781,NAP LA PAZ 1.24.1.1.12 A.8.8 TORRE J PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,9,TORRE J PPPO7,,12 A89,GPS,10.482679674362247,-66.9495951091781,NAP LA PAZ 1.24.1.1.12 A.8.9 TORRE J PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,10,TORRE J PPPO7,,12 A810,GPS,10.482679674362247,-66.9495951091781,NAP LA PAZ 1.24.1.1.12 A.8.10 TORRE J PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,11,TORRE J PPPO7,,12 A811,GPS,10.482679674362247,-66.9495951091781,NAP LA PAZ 1.24.1.1.12 A.8.11 TORRE J PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,12,TORRE J PPPO7,,12 A812,GPS,10.482679674362247,-66.9495951091781,NAP LA PAZ 1.24.1.1.12 A.8.12 TORRE J PPPO7,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,13,N/A,,12 A813,,,,NAP LA PAZ 1.24.1.1.12 A.8.13 N/A,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,14,N/A,,12 A814,,,,NAP LA PAZ 1.24.1.1.12 A.8.14 N/A,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,15,N/A,,12 A815,,,,NAP LA PAZ 1.24.1.1.12 A.8.15 N/A,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
,NAP,LA PAZ,1,ADSS,24,1,1,12 A,8,16,N/A,,12 A816,,,,NAP LA PAZ 1.24.1.1.12 A.8.16 N/A,OLT 1 (8 PUERTOS),PON 8,ODF PUERTO 12,
