1	-66.9358044052	10.497407071	__export__.isp_zone_1_8c968949	post
2	-66.9359365035	10.497428792	__export__.isp_zone_1_8c968949	post
3	-66.9358834784	10.4971960981	__export__.isp_zone_1_8c968949	post
4	-66.9358730645	10.4971911877	__export__.isp_zone_1_8c968949	post
5	-66.9361440141	10.4968410683	__export__.isp_zone_1_8c968949	post
6	-66.9361885815	10.496971078	__export__.isp_zone_1_8c968949	post
7	-66.9362291	10.4971245791	__export__.isp_zone_1_8c968949	post
8	-66.9362766805	10.4972875793	__export__.isp_zone_1_8c968949	post
9	-66.9363160078	10.4974525493	__export__.isp_zone_1_8c968949	post
10	-66.9363632542	10.4975796291	__export__.isp_zone_1_8c968949	post
11	-66.9363050452	10.4977077334	__export__.isp_zone_1_8c968949	post
12	-66.9363961569	10.4976941312	__export__.isp_zone_1_8c968949	post
13	-66.9364289979	10.4978393609	__export__.isp_zone_1_8c968949	post
14	-66.9364875598	10.498001086	__export__.isp_zone_1_8c968949	post
15	-66.9362111258	10.49819658	__export__.isp_zone_1_8c968949	post
16	-66.9362514705	10.4982752132	__export__.isp_zone_1_8c968949	post
17	-66.9365426752	10.4981941394	__export__.isp_zone_1_8c968949	post
18	-66.9366179065	10.4983862132	__export__.isp_zone_1_8c968949	post
19	-66.9365371643	10.4984364299	__export__.isp_zone_1_8c968949	post
20	-66.936427428	10.498458667	__export__.isp_zone_1_8c968949	post
21	-66.936503472	10.4986485713	__export__.isp_zone_1_8c968949	post
22	-66.9365279927	10.4985839494	__export__.isp_zone_1_8c968949	post
23	-66.9366765926	10.4985678411	__export__.isp_zone_1_8c968949	post
24	-66.9368004389	10.4986755737	__export__.isp_zone_1_8c968949	post
25	-66.936819987	10.4988928329	__export__.isp_zone_1_8c968949	post
26	-66.9369703891	10.4987859288	__export__.isp_zone_1_8c968949	post
27	-66.9370917726	10.4989558059	__export__.isp_zone_1_8c968949	post
28	-66.9372416651	10.4989438428	__export__.isp_zone_1_8c968949	post
29	-66.9362578214	10.4988495873	__export__.isp_zone_1_8c968949	post
30	-66.9366544593	10.4994714246	__export__.isp_zone_1_8c968949	post
31	-66.9366764126	10.4992627501	__export__.isp_zone_1_8c968949	post
32	-66.9368444973	10.4991630347	__export__.isp_zone_1_8c968949	post
33	-66.9370581002	10.4992594306	__export__.isp_zone_1_8c968949	post
34	-66.936887547	10.4993788443	__export__.isp_zone_1_8c968949	post
35	-66.9373847632	10.4993961372	__export__.isp_zone_1_8c968949	post
36	-66.9374642704	10.4996228198	__export__.isp_zone_1_8c968949	post
37	-66.9372054014	10.4996180384	__export__.isp_zone_1_8c968949	post
38	-66.937070949	10.4994770969	__export__.isp_zone_1_8c968949	post
39	-66.9370588548	10.4995676575	__export__.isp_zone_1_8c968949	post
40	-66.9369141791	10.4996805459	__export__.isp_zone_1_8c968949	post
41	-66.9370467467	10.4997294724	__export__.isp_zone_1_8c968949	post
42	-66.9369835879	10.4999633601	__export__.isp_zone_1_8c968949	post
43	-66.9372538786	10.4997469873	__export__.isp_zone_1_8c968949	post
44	-66.9375303421	10.4998118449	__export__.isp_zone_1_8c968949	post
45	-66.9375521876	10.4999665808	__export__.isp_zone_1_8c968949	post
46	-66.937121466	10.5002603765	__export__.isp_zone_1_8c968949	post
47	-66.9371785907	10.5003308197	__export__.isp_zone_1_8c968949	post
48	-66.937519967	10.5005214988	__export__.isp_zone_1_8c968949	post
49	-66.9376496245	10.5007212535	__export__.isp_zone_1_8c968949	post
50	-66.9377862674	10.5006187659	__export__.isp_zone_1_8c968949	post
51	-66.9379338409	10.5007818384	__export__.isp_zone_1_8c968949	post
52	-66.9380472789	10.5008726668	__export__.isp_zone_1_8c968949	post
53	-66.9376962681	10.5009061588	__export__.isp_zone_1_8c968949	post
54	-66.9377789476	10.5010087511	__export__.isp_zone_1_8c968949	post
55	-66.9379101068	10.5012474876	__export__.isp_zone_1_8c968949	post
56	-66.9379213089	10.5013917922	__export__.isp_zone_1_8c968949	post
57	-66.938070607	10.5014794426	__export__.isp_zone_1_8c968949	post
58	-66.9380308627	10.5016220701	__export__.isp_zone_1_8c968949	post
59	-66.9381634398	10.5017595865	__export__.isp_zone_1_8c968949	post
60	-66.9382668942	10.5019718304	__export__.isp_zone_1_8c968949	post
61	-66.9383601755	10.5020366741	__export__.isp_zone_1_8c968949	post
62	-66.9385549623	10.5022210734	__export__.isp_zone_1_8c968949	post
63	-66.938672789	10.5022936817	__export__.isp_zone_1_8c968949	post
64	-66.9388211395	10.50230133	__export__.isp_zone_1_8c968949	post
65	-66.9390186857	10.5022838435	__export__.isp_zone_1_8c968949	post
66	-66.9390458101	10.5021905499	__export__.isp_zone_1_8c968949	post
67	-66.9391518447	10.5023047606	__export__.isp_zone_1_8c968949	post
68	-66.9393595629	10.5023566686	__export__.isp_zone_1_8c968949	post
69	-66.9395707724	10.5022595932	__export__.isp_zone_1_8c968949	post
70	-66.9397815257	10.5020960918	__export__.isp_zone_1_8c968949	post
71	-66.9398712106	10.5019943473	__export__.isp_zone_1_8c968949	post
72	-66.9399332419	10.5016779578	__export__.isp_zone_1_8c968949	post
73	-66.9399040396	10.5013796068	__export__.isp_zone_1_8c968949	post
74	-66.9399848727	10.5017123787	__export__.isp_zone_1_8c968949	post
75	-66.9400974062	10.5017110026	__export__.isp_zone_1_8c968949	post
76	-66.9399721328	10.5019293743	__export__.isp_zone_1_8c968949	post
77	-66.9399384936	10.502037698	__export__.isp_zone_1_8c968949	post
78	-66.9400736447	10.5020486873	__export__.isp_zone_1_8c968949	post
79	-66.9402243262	10.5020395665	__export__.isp_zone_1_8c968949	post
