"Nombre","Total NAP","Usada NAP","Pais","Provincia","Direccion","Customer Latitude","Customer Longitude","Cod.Postal","c-vlan","Number of Actions","Tipo","Nodo/Nombre","Spliter Secundario","s-vlan","Gestion Vlan NAP","gs-vlan","gc-vlan","DHCP Leases","Puerto Splitter Secundario","PRI ONU Standar:","PRI ONU Bridge:"
"NAP BRISAVILA 1.24.4.1.1.0.1 BRISAVILA","8","7","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.1.1.0.2 BRISAVILA","8","7","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.1.1.0.3 BRISAVILA","8","7","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.1.1.0.4 BRISAVILA","8","0","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.1.1.0.5 BRISAVILA","8","8","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.1.1.0.6 BRISAVILA","8","6","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.1.1.0.7 BRISAVILA","8","1","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.1.1.0.8 BRISAVILA","8","4","Venezuela","Distrito Capital (VE)","","10.512573366884787","-66.91129557031374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.1.1.0.9 SANTA ANA DE CORO","8","2","Venezuela","Distrito Capital (VE)","","10.512195828091183","-66.9111720644123","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.1.1.0.10 SANTA ANA DE CORO","8","8","Venezuela","Distrito Capital (VE)","","10.512195828091183","-66.9111720644123","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","10","",""
"NAP BRISAVILA 1.24.4.1.1.0.11 SANTA ANA DE CORO","8","6","Venezuela","Distrito Capital (VE)","","10.512195828091183","-66.9111720644123","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","11","",""
"NAP BRISAVILA 1.24.4.1.1.0.12 SANTA ANA DE CORO","8","9","Venezuela","Distrito Capital (VE)","","10.512195828091183","-66.9111720644123","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","12","",""
"NAP BRISAVILA 1.24.4.1.1.0.13 SANTA ANA DE CORO","8","7","Venezuela","Distrito Capital (VE)","","10.512195828091183","-66.9111720644123","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","13","",""
"NAP BRISAVILA 1.24.4.1.1.0.14 SANTA ANA DE CORO","8","8","Venezuela","Distrito Capital (VE)","","10.512195828091183","-66.9111720644123","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","14","",""
"NAP BRISAVILA 1.24.4.1.1.0.15 LIBERTAD","8","0","Venezuela","Distrito Capital (VE)","","10.512126753621017","-66.9103935999886","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P1/S2","0","","0","0","","15","",""
"NAP BRISAVILA 1.24.4.1.2.1.1 TERRAPLEN","8","8","Venezuela","Distrito Capital (VE)","","10.512129779316316","-66.90993903558343","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.1.2.1.2 TERRAPLEN","8","8","Venezuela","Distrito Capital (VE)","","10.512539776872574","-66.9101549932537","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.1.2.1.3 TERRAPLEN","8","8","Venezuela","Distrito Capital (VE)","","10.512879779414524","-66.91023390675208","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.1.2.1.4 TERRAPLEN","8","7","Venezuela","Distrito Capital (VE)","","10.513213079449725","-66.9102831644133","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.1.2.1.5 TERRAPLEN","8","6","Venezuela","Distrito Capital (VE)","","10.513587584643277","-66.910293893246","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.1.2.1.6 TERRAPLEN","8","8","Venezuela","Distrito Capital (VE)","","10.512629779375809","-66.91036646442662","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.1.2.1.7 TERRAPLEN","8","6","Venezuela","Distrito Capital (VE)","","10.51270923315631","-66.91057607974173","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.1.2.1.8 TERRAPLEN","8","8","Venezuela","Distrito Capital (VE)","","10.512900071330654","-66.91080318211422","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.1.2.1.9 SAN FRANCISCO","8","5","Venezuela","Distrito Capital (VE)","","10.512183849934077","-66.91036378227729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.1.2.1.10 SAN FRANCISCO","8","2","Venezuela","Distrito Capital (VE)","","10.512183849934077","-66.91036378227729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","10","",""
"NAP BRISAVILA 1.24.4.1.2.1.11 SAN FRANCISCO","8","3","Venezuela","Distrito Capital (VE)","","10.512183849934077","-66.91036378227729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","11","",""
"NAP BRISAVILA 1.24.4.1.2.1.12 SAN FRANCISCO","8","3","Venezuela","Distrito Capital (VE)","","10.512183849934077","-66.91036378227729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","12","",""
"NAP BRISAVILA 1.24.4.1.2.1.13 SAN FRANCISCO","8","7","Venezuela","Distrito Capital (VE)","","10.512183849934077","-66.91036378227729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","13","",""
"NAP BRISAVILA 1.24.4.1.2.1.14 SAN FRANCISCO","8","5","Venezuela","Distrito Capital (VE)","","10.512183849934077","-66.91036378227729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P2/S2","0","","0","0","","14","",""
"NAP BRISAVILA 1.24.4.1.3.9.15 APOYO 4.2.6","8","4","Venezuela","Distrito Capital (VE)","","10.51406","-66.90906","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","15","",""
"NAP BRISAVILA 1.24.4.1.3.9.16 APOYO","8","8","Venezuela","Distrito Capital (VE)","","10.51295","-66.90921","1040","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","16","",""
"NAP BRISAVILA 1.24.4.1.3.9.1 EVELYN","8","5","Venezuela","Distrito Capital (VE)","","10.512612665931155","-66.9090728692066","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.1.3.9.2 MARY CRUZ","8","0","Venezuela","Distrito Capital (VE)","","10.512780716294918","-66.90883972008328","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.1.3.9.3 MARY CRUZ","8","1","Venezuela","Distrito Capital (VE)","","10.512780716294918","-66.90883972008328","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.1.3.9.4 EDIFICIO 2-9","8","2","Venezuela","Distrito Capital (VE)","","10.513105651647006","-66.90758883649958","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.1.3.9.5 SAN ALFONZO","8","1","Venezuela","Distrito Capital (VE)","","10.511811190642492","-66.90919768317806","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.1.3.9.6 SAN ALFONZO","8","1","Venezuela","Distrito Capital (VE)","","10.511811190642492","-66.90919768317806","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.1.3.9.7 PRIMAVERA","8","0","Venezuela","Distrito Capital (VE)","","10.511756843591481","-66.90921872550685","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.1.3.9.8 VILLA ROSA","8","0","Venezuela","Distrito Capital (VE)","","10.513524175792814","-66.90906319386877","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.1.3.9.9 VILLA ROSA","8","1","Venezuela","Distrito Capital (VE)","","10.513524175792814","-66.90906319386877","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.1.3.9.10 LOURDES","8","0","Venezuela","Distrito Capital (VE)","","10.512719225214964","-66.90864196704725","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","10","",""
"NAP BRISAVILA 1.24.4.1.3.9.11 EDIF. 105","8","0","Venezuela","Distrito Capital (VE)","","10.512161838709595","-66.90934262557374","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","11","",""
"NAP BRISAVILA 1.24.4.1.3.9.12 EDIF 65","8","1","Venezuela","Distrito Capital (VE)","","10.512036362097883","-66.90939725167624","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P3/S2","0","","0","0","","12","",""
"NAP BRISAVILA 1.24.4.1.4.2.1 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.512225782376715","-66.90926162677981","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.1.4.2.2 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.512551631030542","-66.90920218160228","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.1.4.2.3 SAN JOSE","8","8","Venezuela","Distrito Capital (VE)","","10.512736814066475","-66.90871317546029","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.1.4.2.4 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.512865284457586","-66.90966133559363","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.1.4.2.5 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.513412018367847","-66.90903166584114","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.1.4.2.6 SAN JOSE","8","1","Venezuela","Distrito Capital (VE)","","10.51404775709277","-66.90903184210434","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.1.4.2.7 SAN JOSE","8","8","Venezuela","Distrito Capital (VE)","","10.514134649985904","-66.90953138278027","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.1.4.2.8 SAN JOSE","8","8","Venezuela","Distrito Capital (VE)","","10.51385734709054","-66.90994340957276","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.1.4.2.9 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.51429623488427","-66.91039778728509","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.1.4.2.10 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.514605494641858","-66.90983758560955","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","10","",""
"NAP BRISAVILA 1.24.4.1.4.2.11 SAN JOSE","8","6","Venezuela","Distrito Capital (VE)","","10.515492514783231","-66.90967117005866","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","11","",""
"NAP BRISAVILA 1.24.4.1.4.2.12 SAN JOSE","8","8","Venezuela","Distrito Capital (VE)","","10.51583811150873","-66.90889033457971","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","12","",""
"NAP BRISAVILA 1.24.4.1.4.2.13 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.515302659726474","-66.90870230043441","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","13","",""
"NAP BRISAVILA 1.24.4.1.4.2.14 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.514988887092473","-66.90875719956495","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","14","",""
"NAP BRISAVILA 1.24.4.1.4.2.15 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.516065096672182","-66.90952637582372","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","15","",""
"NAP BRISAVILA 1.24.4.1.4.2.16 SAN JOSE","8","7","Venezuela","Distrito Capital (VE)","","10.51267970373715","-66.90840147932057","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT1/C0/P4/S2","0","","0","0","","16","",""
"NAP BRISAVILA 1.24.4.1.5.3.1 LAS BRISAS A","8","0","Venezuela","Distrito Capital (VE)","","10.514127434945777","-66.90865441289921","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.1.5.3.2 LAS BRISAS A","8","2","Venezuela","Distrito Capital (VE)","","10.514127434945777","-66.90865441289921","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.1.5.3.3 LAS BRISAS A","8","0","Venezuela","Distrito Capital (VE)","","10.514127434945777","-66.90865441289921","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.1.5.3.4 LAS BRISAS A","8","1","Venezuela","Distrito Capital (VE)","","10.514127434945777","-66.90865441289921","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.1.5.3.5 LAS BRISAS B","8","2","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.1.5.3.6 LAS BRISAS B","8","1","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.1.5.3.7 LAS BRISAS B","8","1","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.1.5.3.8 LAS BRISAS B","8","1","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.1.5.3.9 LAS BRISAS C","8","2","Venezuela","Distrito Capital (VE)","","10.514613537281917","-66.90872139592611","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.1.5.3.10 LAS BRISAS C","8","1","Venezuela","Distrito Capital (VE)","","10.514613537281917","-66.90872139592611","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","10","",""
"NAP BRISAVILA 1.24.4.1.5.3.11 LAS BRISAS C","8","0","Venezuela","Distrito Capital (VE)","","10.514613537281917","-66.90872139592611","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","11","",""
"NAP BRISAVILA 1.24.4.1.5.3.12 LAS BRISAS C","8","1","Venezuela","Distrito Capital (VE)","","10.514613537281917","-66.90872139592611","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","12","",""
"NAP BRISAVILA 1.24.4.1.5.3.13 LAS BRISAS D","8","2","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","13","",""
"NAP BRISAVILA 1.24.4.1.5.3.14 LAS BRISAS D","8","1","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","14","",""
"NAP BRISAVILA 1.24.4.1.5.3.15 LAS BRISAS D","8","2","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","15","",""
"NAP BRISAVILA 1.24.4.1.5.3.16 LAS BRISAS D","8","4","Venezuela","Distrito Capital (VE)","","10.514384598947755","-66.9087724314964","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P1/S2","0","","0","0","","16","",""
"NAP BRISAVILA 1.24.4.1.6.5.1 CONSTITUYENTE","8","1","Venezuela","Distrito Capital (VE)","","10.515718244258554","-66.91047354110465","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.1.6.5.2 CONSTITUYENTE","8","0","Venezuela","Distrito Capital (VE)","","10.515718244258554","-66.91047354110465","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.1.6.5.3 CONSTITUYENTE","8","0","Venezuela","Distrito Capital (VE)","","10.515718244258554","-66.91047354110465","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.1.6.5.4 CONSTITUYENTE","8","0","Venezuela","Distrito Capital (VE)","","10.515718244258554","-66.91047354110465","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.1.6.5.5 CONSTITUYENTE","8","0","Venezuela","Distrito Capital (VE)","","10.515718244258554","-66.91047354110465","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.1.6.5.6 CONSTITUYENTE","8","1","Venezuela","Distrito Capital (VE)","","10.515718244258554","-66.91047354110465","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.1.6.5.7 PIRINEO","8","0","Venezuela","Distrito Capital (VE)","","10.515219985135664","-66.91032760749984","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.1.6.5.8 PIRINEO","8","1","Venezuela","Distrito Capital (VE)","","10.515219985135664","-66.91032760749984","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.1.6.5.9 PIRINEO","8","6","Venezuela","Distrito Capital (VE)","","10.515219985135664","-66.91032760749984","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P2/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.2.7.7.1 PANTEON 1","8","1","Venezuela","Distrito Capital (VE)","","10.514041986032606","-66.91139632582556","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.2.7.7.2 PANTEON 1","8","0","Venezuela","Distrito Capital (VE)","","10.514041986032606","-66.91139632582556","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.2.7.7.3 PANTEON 1","8","0","Venezuela","Distrito Capital (VE)","","10.514041986032606","-66.91139632582556","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.2.7.7.4 PANTEON 1","8","0","Venezuela","Distrito Capital (VE)","","10.514041986032606","-66.91139632582556","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.2.7.7.5 PANTEON 2","8","0","Venezuela","Distrito Capital (VE)","","10.51430834040836","-66.91147947419404","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.2.7.7.6 PANTEON 2","8","0","Venezuela","Distrito Capital (VE)","","10.51430834040836","-66.91147947419404","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.2.7.7.7 PANTEON 2","8","0","Venezuela","Distrito Capital (VE)","","10.51430834040836","-66.91147947419404","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.2.7.7.8 PANTEON 2","8","0","Venezuela","Distrito Capital (VE)","","10.51430834040836","-66.91147947419404","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","8","",""
"NAP BRISAVILA 1.24.4.2.7.7.9 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.513663186578341","-66.9109141330649","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","9","",""
"NAP BRISAVILA 1.24.4.2.7.7.10 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.513916187453093","-66.91082128077575","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","10","",""
"NAP BRISAVILA 1.24.4.2.7.7.11 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.513609528242572","-66.91058310928122","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","11","",""
"NAP BRISAVILA 1.24.4.2.7.7.12 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.514682505411928","-66.91239192019113","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","12","",""
"NAP BRISAVILA 1.24.4.2.7.7.13 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.51463179831503","-66.9128343521927","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","13","",""
"NAP BRISAVILA 1.24.4.2.7.7.14 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.515021780565316","-66.91344762100117","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","14","",""
"NAP BRISAVILA 1.24.4.2.7.7.15 SAN JOSE","8","0","Venezuela","Distrito Capital (VE)","","10.515245749468722","-66.91369207835871","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","15","",""
"NAP BRISAVILA 1.24.4.2.7.7.16 SAN JOSE","8","1","Venezuela","Distrito Capital (VE)","","10.515654131762313","-66.91363874906118","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P3/S2","0","","0","0","","16","",""
"NAP BRISAVILA 1.24.4.2.8.4.1 COTIZA","8","2","Venezuela","Distrito Capital (VE)","","10.516300931502085","-66.90977913205526","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","1","",""
"NAP BRISAVILA 1.24.4.2.8.4.2 COTIZA","8","1","Venezuela","Distrito Capital (VE)","","10.516526135584632","-66.91000211700126","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","2","",""
"NAP BRISAVILA 1.24.4.2.8.4.3 COTIZA","8","0","Venezuela","Distrito Capital (VE)","","10.517048126236242","-66.91022214315385","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","3","",""
"NAP BRISAVILA 1.24.4.2.8.4.4 COTIZA","8","0","Venezuela","Distrito Capital (VE)","","10.517860347537276","-66.91033438901852","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","4","",""
"NAP BRISAVILA 1.24.4.2.8.4.5 COTIZA","8","0","Venezuela","Distrito Capital (VE)","","10.518023096930103","-66.90989003034377","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","5","",""
"NAP BRISAVILA 1.24.4.2.8.4.6 COTIZA","8","0","Venezuela","Distrito Capital (VE)","","10.518244514281736","-66.91057542077517","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","6","",""
"NAP BRISAVILA 1.24.4.2.8.4.7 COTIZA","8","0","Venezuela","Distrito Capital (VE)","","10.518410050598193","-66.91076594177729","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","7","",""
"NAP BRISAVILA 1.24.4.2.8.4.8 COTIZA","8","1","Venezuela","Distrito Capital (VE)","","10.518983498506215","-66.9108926394452","","0","0","Inactivo","Brisavila","BSVL/CR2/OLT2/C0/P4/S2","0","","0","0","","8","",""
