P - 122	-66.9116203524	10.5177008655	__export__.isp_zone_11_457fdf7b	post
P - 123	-66.9113682999	10.5176887365	__export__.isp_zone_11_457fdf7b	post
P - 125	-66.9108663997	10.51754349	__export__.isp_zone_11_457fdf7b	post
P - 126	-66.9107300419	10.5172219633	__export__.isp_zone_11_457fdf7b	post
P - 127	-66.9105914776	10.5168586947	__export__.isp_zone_11_457fdf7b	post
P - 128	-66.9105885154	10.5166746365	__export__.isp_zone_11_457fdf7b	post
P - 129	-66.9106243467	10.5164823301	__export__.isp_zone_11_457fdf7b	post
P - 130	-66.9103773918	10.5164826804	__export__.isp_zone_11_457fdf7b	post
P - 132	-66.9099852776	10.5162755486	__export__.isp_zone_11_457fdf7b	post
P - 133	-66.9106936789	10.5162514319	__export__.isp_zone_11_457fdf7b	post
P - 134	-66.9107407565	10.5159598359	__export__.isp_zone_11_457fdf7b	post
P - 135	-66.9108249863	10.5156785304	__export__.isp_zone_11_457fdf7b	post
P - 136	-66.9108810272	10.5155154506	__export__.isp_zone_11_457fdf7b	post
P - Nuevo (1)	-66.9113366214	10.5151666052	__export__.isp_zone_11_457fdf7b	post
P - Nuevo (2)	-66.9098707356	10.5160635457	__export__.isp_zone_11_457fdf7b	post
P - Nuevo (3)	-66.90971709	10.515999329	__export__.isp_zone_11_457fdf7b	post
Poste Caraballo 1	-66.9114635028	10.5202209453	__export__.isp_zone_11_457fdf7b	post
Poste Caraballo 2	-66.9112752306	10.5205590066	__export__.isp_zone_11_457fdf7b	post
P1	-66.9104235669	10.5123828115	__export__.isp_zone_11_457fdf7b	post
P2	-66.9103355077	10.5125447309	__export__.isp_zone_11_457fdf7b	post
Poste Nuevo	-66.9102434809	10.5126060487	__export__.isp_zone_11_457fdf7b	post
P3	-66.9103677355	10.5126531827	__export__.isp_zone_11_457fdf7b	post
P6	-66.9100514835	10.5123991397	__export__.isp_zone_11_457fdf7b	post
P8	-66.9099062093	10.5118933757	__export__.isp_zone_11_457fdf7b	post
P9	-66.909699013	10.5118283979	__export__.isp_zone_11_457fdf7b	post
P10	-66.9101795443	10.5127520139	__export__.isp_zone_11_457fdf7b	post
P11	-66.9102527894	10.5129268843	__export__.isp_zone_11_457fdf7b	post
P12	-66.9101838399	10.513032656	__export__.isp_zone_11_457fdf7b	post
P13	-66.9102764848	10.5132525895	__export__.isp_zone_11_457fdf7b	post
P14	-66.909906508	10.5129776274	__export__.isp_zone_11_457fdf7b	post
P15	-66.9096980752	10.5129483564	__export__.isp_zone_11_457fdf7b	post
P16	-66.9094368514	10.5129004565	__export__.isp_zone_11_457fdf7b	post
P17	-66.9091519279	10.5128399183	__export__.isp_zone_11_457fdf7b	post
P18	-66.9092135022	10.5125358016	__export__.isp_zone_11_457fdf7b	post
P19	-66.9092708665	10.5122156215	__export__.isp_zone_11_457fdf7b	post
P20	-66.9093053693	10.5119916822	__export__.isp_zone_11_457fdf7b	post
P21	-66.9089465676	10.5128340817	__export__.isp_zone_11_457fdf7b	post
P22	-66.9086772877	10.5127701882	__export__.isp_zone_11_457fdf7b	post
P23	-66.9091328122	10.5130277537	__export__.isp_zone_11_457fdf7b	post
P24	-66.9090685311	10.513344777	__export__.isp_zone_11_457fdf7b	post
P25	-66.9090233313	10.5136263524	__export__.isp_zone_11_457fdf7b	post
P27	-66.9089490859	10.5140204126	__export__.isp_zone_11_457fdf7b	post
P28	-66.9088881959	10.5143161733	__export__.isp_zone_11_457fdf7b	post
P29	-66.9088221013	10.514637534	__export__.isp_zone_11_457fdf7b	post
P30	-66.9087717092	10.5149380456	__export__.isp_zone_11_457fdf7b	post
P31	-66.9087375338	10.5151189462	__export__.isp_zone_11_457fdf7b	post
P32	-66.9087427185	10.515305893	__export__.isp_zone_11_457fdf7b	post
P33	-66.9086746892	10.5154898662	__export__.isp_zone_11_457fdf7b	post
P34	-66.908637541	10.5156583262	__export__.isp_zone_11_457fdf7b	post
P35	-66.9085966328	10.515041279	__export__.isp_zone_11_457fdf7b	post
P36	-66.9083211915	10.5149924493	__export__.isp_zone_11_457fdf7b	post
P37	-66.9079880756	10.5149347891	__export__.isp_zone_11_457fdf7b	post
P38	-66.9098276086	10.5141979259	__export__.isp_zone_11_457fdf7b	post
P39	-66.9094998337	10.5141424688	__export__.isp_zone_11_457fdf7b	post
P40	-66.9092702252	10.5140837653	__export__.isp_zone_11_457fdf7b	post
P41	-66.9090466026	10.5140372539	__export__.isp_zone_11_457fdf7b	post
P42	-66.908782402	10.513979147	__export__.isp_zone_11_457fdf7b	post
P43	-66.9085559043	10.5139455265	__export__.isp_zone_11_457fdf7b	post
P44	-66.908331295	10.5138417134	__export__.isp_zone_11_457fdf7b	post
P45	-66.9078621275	10.5137575194	__export__.isp_zone_11_457fdf7b	post
P46	-66.9088885061	10.5158128653	__export__.isp_zone_11_457fdf7b	post
P47	-66.9091260944	10.515885373	__export__.isp_zone_11_457fdf7b	post
P48	-66.9094377806	10.5159739926	__export__.isp_zone_11_457fdf7b	post
P49	-66.9096134305	10.5160809541	__export__.isp_zone_11_457fdf7b	post
P-1	-66.9096602206	10.5161550125	__export__.isp_zone_11_457fdf7b	post
P-2	-66.9097778	10.5162778	__export__.isp_zone_11_457fdf7b	post
P-3	-66.9099167	10.5163889	__export__.isp_zone_11_457fdf7b	post
P-4	-66.91	10.5165278	__export__.isp_zone_11_457fdf7b	post
P-5	-66.9101667	10.5167778	__export__.isp_zone_11_457fdf7b	post
P-6	-66.9102222	10.5170833	__export__.isp_zone_11_457fdf7b	post
P-7	-66.9101944	10.5176667	__export__.isp_zone_11_457fdf7b	post
P-8	-66.9101944	10.5178889	__export__.isp_zone_11_457fdf7b	post
P-9	-66.9101389	10.5181111	__export__.isp_zone_11_457fdf7b	post
P-10	-66.9099444	10.5181667	__export__.isp_zone_11_457fdf7b	post
P-11	-66.9099167	10.5180278	__export__.isp_zone_11_457fdf7b	post
P12	-66.9103726162	10.5181862672	__export__.isp_zone_11_457fdf7b	post
P13	-66.9105834374	10.518248127	__export__.isp_zone_11_457fdf7b	post
P14	-66.910745633	10.5183925562	__export__.isp_zone_11_457fdf7b	post
P14apos;	-66.9107741068	10.5185746145	__export__.isp_zone_11_457fdf7b	post
P14quot;	-66.9108754857	10.5189984746	__export__.isp_zone_11_457fdf7b	post
P15	-66.9106025497	10.5184279558	__export__.isp_zone_11_457fdf7b	post
P16	-66.9104036895	10.5185411667	__export__.isp_zone_11_457fdf7b	post
P17	-66.9102266251	10.5186178655	__export__.isp_zone_11_457fdf7b	post
P18	-66.9100890856	10.5186997771	__export__.isp_zone_11_457fdf7b	post
P18apos;	-66.9101912839	10.5188214104	__export__.isp_zone_11_457fdf7b	post
P18	-66.9103989449	10.519028346	__export__.isp_zone_11_457fdf7b	post
P-19	-66.9099167	10.5187222	__export__.isp_zone_11_457fdf7b	post
P20	-66.9097875746	10.5187648642	__export__.isp_zone_11_457fdf7b	post
P-21	-66.9097222	10.5186389	__export__.isp_zone_11_457fdf7b	post
P-22	-66.9096111	10.5183611	__export__.isp_zone_11_457fdf7b	post
P-23	-66.9095556	10.5181944	__export__.isp_zone_11_457fdf7b	post
P-23apos;	-66.9093020113	10.5181533192	__export__.isp_zone_11_457fdf7b	post
P-24	-66.9093206381	10.5179162917	__export__.isp_zone_11_457fdf7b	post
P-24apos;	-66.9090733364	10.5179550081	__export__.isp_zone_11_457fdf7b	post
P-25	-66.9091944	10.51775	__export__.isp_zone_11_457fdf7b	post
P-26	-66.9091111	10.5176389	__export__.isp_zone_11_457fdf7b	post
P-27	-66.9089370963	10.5174745906	__export__.isp_zone_11_457fdf7b	post
P-28	-66.9087222	10.5174167	__export__.isp_zone_11_457fdf7b	post
P-29	-66.9089937148	10.5170127084	__export__.isp_zone_11_457fdf7b	post
P-30	-66.9091667	10.5173333	__export__.isp_zone_11_457fdf7b	post
P-31	-66.9092778	10.5173056	__export__.isp_zone_11_457fdf7b	post
P-32	-66.9095	10.5171944	__export__.isp_zone_11_457fdf7b	post
P-32apos;	-66.9096904525	10.517426751	__export__.isp_zone_11_457fdf7b	post
P-33	-66.9098333	10.5170556	__export__.isp_zone_11_457fdf7b	post
P-34	-66.9098797603	10.5169034097	__export__.isp_zone_11_457fdf7b	post
P-35	-66.9098047293	10.5168169134	__export__.isp_zone_11_457fdf7b	post
P-36	-66.9095312705	10.5167004794	__export__.isp_zone_11_457fdf7b	post
P-37	-66.9093611	10.5165556	__export__.isp_zone_11_457fdf7b	post
P-38	-66.9089722	10.5163611	__export__.isp_zone_11_457fdf7b	post
P-39	-66.9086944	10.51625	__export__.isp_zone_11_457fdf7b	post
P-39apos;	-66.9085140822	10.5163892939	__export__.isp_zone_11_457fdf7b	post
P-40	-66.9085278	10.5161389	__export__.isp_zone_11_457fdf7b	post
P-41	-66.9083056	10.516	__export__.isp_zone_11_457fdf7b	post
P-42	-66.9080833	10.5158333	__export__.isp_zone_11_457fdf7b	post
P-43	-66.9079167	10.5156944	__export__.isp_zone_11_457fdf7b	post
P-44	-66.9076944	10.5155556	__export__.isp_zone_11_457fdf7b	post
P-45	-66.9075833	10.5154444	__export__.isp_zone_11_457fdf7b	post
P-46	-66.9073889	10.5152778	__export__.isp_zone_11_457fdf7b	post
P-47	-66.9071667	10.5151389	__export__.isp_zone_11_457fdf7b	post
P-48	-66.9069167	10.515	__export__.isp_zone_11_457fdf7b	post
P-49	-66.9073730783	10.5149153446	__export__.isp_zone_11_457fdf7b	post
P-50	-66.9077802562	10.5148681126	__export__.isp_zone_11_457fdf7b	post
P-51	-66.9081435894	10.5149178232	__export__.isp_zone_11_457fdf7b	post
P-52	-66.9086073294	10.51499031	__export__.isp_zone_11_457fdf7b	post
P-53	-66.9087222	10.5151111	__export__.isp_zone_11_457fdf7b	post
P-1	-66.9118169874	10.5186417368	__export__.isp_zone_11_457fdf7b	post
P-2	-66.9121272138	10.5186827229	__export__.isp_zone_11_457fdf7b	post
P-3	-66.9127002203	10.5186225047	__export__.isp_zone_11_457fdf7b	post
P-4	-66.9128437377	10.5187445692	__export__.isp_zone_11_457fdf7b	post
P-5	-66.9129563002	10.5187854488	__export__.isp_zone_11_457fdf7b	post
P-6	-66.9129069842	10.5188833593	__export__.isp_zone_11_457fdf7b	post
P-6apos;	-66.9127842929	10.5188923247	__export__.isp_zone_11_457fdf7b	post
P-7	-66.9129734643	10.5189299287	__export__.isp_zone_11_457fdf7b	post
P-7apos;	-66.9128900983	10.5190363604	__export__.isp_zone_11_457fdf7b	post
P-8	-66.9130325673	10.5189903649	__export__.isp_zone_11_457fdf7b	post
P-9	-66.9130951581	10.5190700237	__export__.isp_zone_11_457fdf7b	post
P-10	-66.9130301342	10.519227652	__export__.isp_zone_11_457fdf7b	post
P-11	-66.9132075987	10.519368699	__export__.isp_zone_11_457fdf7b	post
P-12	-66.9134131621	10.5195695223	__export__.isp_zone_11_457fdf7b	post
P-13	-66.9141229398	10.5199843349	__export__.isp_zone_11_457fdf7b	post
P-14	-66.9143040159	10.5200012101	__export__.isp_zone_11_457fdf7b	post
P-15	-66.9147020795	10.5201987628	__export__.isp_zone_11_457fdf7b	post
P-15apos;	-66.9146036742	10.5200922099	__export__.isp_zone_11_457fdf7b	post
P-16	-66.9147083895	10.5203434423	__export__.isp_zone_11_457fdf7b	post
P-17	-66.9140699521	10.5197682202	__export__.isp_zone_11_457fdf7b	post
P-18	-66.9144436792	10.5198787677	__export__.isp_zone_11_457fdf7b	post
P-19	-66.9146804046	10.519949528	__export__.isp_zone_11_457fdf7b	post
P-20	-66.913348539	10.5194353635	__export__.isp_zone_11_457fdf7b	post
P-21	-66.9134307515	10.5192024867	__export__.isp_zone_11_457fdf7b	post
P-22	-66.9131063006	10.5191773764	__export__.isp_zone_11_457fdf7b	post
P-23	-66.9131594709	10.5190782618	__export__.isp_zone_11_457fdf7b	post
P-24	-66.9132808222	10.5191410954	__export__.isp_zone_11_457fdf7b	post
P-25	-66.9124163836	10.5186032124	__export__.isp_zone_11_457fdf7b	post
P-26	-66.9126532985	10.5188785457	__export__.isp_zone_11_457fdf7b	post
P-27	-66.912462772	10.518838157	__export__.isp_zone_11_457fdf7b	post
P-28	-66.9124092424	10.5188854958	__export__.isp_zone_11_457fdf7b	post
P-29	-66.9137309645	10.51945556	__export__.isp_zone_11_457fdf7b	post
P-30	-66.9137812709	10.5193250967	__export__.isp_zone_11_457fdf7b	post
P-31	-66.9140400211	10.5195168157	__export__.isp_zone_11_457fdf7b	post
P-32	-66.9139937288	10.5196832209	__export__.isp_zone_11_457fdf7b	post
P-33	-66.913848671	10.519609822	__export__.isp_zone_11_457fdf7b	post
P-33apos;	-66.9137351701	10.5197436164	__export__.isp_zone_11_457fdf7b	post
P-34	-66.9137487225	10.5195829877	__export__.isp_zone_11_457fdf7b	post
P-34apos;	-66.9136867627	10.5195441666	__export__.isp_zone_11_457fdf7b	post
P-35	-66.9142330553	10.5201675217	__export__.isp_zone_11_457fdf7b	post
P-36	-66.9139533904	10.5200542934	__export__.isp_zone_11_457fdf7b	post
P-37	-66.9138055944	10.5200495726	__export__.isp_zone_11_457fdf7b	post
P-38	-66.9138100934	10.5199819051	__export__.isp_zone_11_457fdf7b	post
P-39	-66.9127618953	10.5193287176	__export__.isp_zone_11_457fdf7b	post
P-40	-66.9125709785	10.5192143024	__export__.isp_zone_11_457fdf7b	post
P-41	-66.9123826718	10.5190642542	__export__.isp_zone_11_457fdf7b	post
P-42	-66.9118113823	10.5189349639	__export__.isp_zone_11_457fdf7b	post
P-43	-66.9120081011	10.5190631352	__export__.isp_zone_11_457fdf7b	post
P-44	-66.9121217948	10.5192267812	__export__.isp_zone_11_457fdf7b	post
P-45	-66.91244916	10.5194718219	__export__.isp_zone_11_457fdf7b	post
P-46	-66.9125334109	10.5195360679	__export__.isp_zone_11_457fdf7b	post
P-47	-66.9125926382	10.5194908128	__export__.isp_zone_11_457fdf7b	post
P-48	-66.9126378062	10.5196131133	__export__.isp_zone_11_457fdf7b	post
P-49	-66.9128056566	10.5197145694	__export__.isp_zone_11_457fdf7b	post
P-50	-66.9128278154	10.5196620665	__export__.isp_zone_11_457fdf7b	post
P-51	-66.9129462711	10.5198238382	__export__.isp_zone_11_457fdf7b	post
P-52	-66.9129921966	10.5197807295	__export__.isp_zone_11_457fdf7b	post
P-53	-66.9131546868	10.5199762521	__export__.isp_zone_11_457fdf7b	post
P-54	-66.9131902015	10.5199271615	__export__.isp_zone_11_457fdf7b	post
P-55	-66.9134429269	10.5201712831	__export__.isp_zone_11_457fdf7b	post
P-56	-66.9134997392	10.5201373178	__export__.isp_zone_11_457fdf7b	post
P-57	-66.9137128275	10.5203211148	__export__.isp_zone_11_457fdf7b	post
P-58	-66.9137508657	10.5202599305	__export__.isp_zone_11_457fdf7b	post
P-59	-66.9139177469	10.5204820029	__export__.isp_zone_11_457fdf7b	post
P-60	-66.9140113667	10.5203893199	__export__.isp_zone_11_457fdf7b	post
P-61	-66.9143200635	10.520650558	__export__.isp_zone_11_457fdf7b	post
P-62	-66.9144134885	10.5205743036	__export__.isp_zone_11_457fdf7b	post
P-63	-66.9145540544	10.5207392622	__export__.isp_zone_11_457fdf7b	post
P-64	-66.9146015117	10.5206687755	__export__.isp_zone_11_457fdf7b	post
P-65	-66.9147096539	10.5207236838	__export__.isp_zone_11_457fdf7b	post
P-66	-66.9144373051	10.5208922803	__export__.isp_zone_11_457fdf7b	post
P-67	-66.9144452904	10.5211384006	__export__.isp_zone_11_457fdf7b	post
P-68	-66.9146330826	10.5212968489	__export__.isp_zone_11_457fdf7b	post
P-69	-66.9143215076	10.5208481449	__export__.isp_zone_11_457fdf7b	post
P-70	-66.9142079694	10.5209236985	__export__.isp_zone_11_457fdf7b	post
P-71	-66.9138913262	10.5207611167	__export__.isp_zone_11_457fdf7b	post
P-72	-66.9136253375	10.5205214283	__export__.isp_zone_11_457fdf7b	post
P-73	-66.9136354036	10.5204607852	__export__.isp_zone_11_457fdf7b	post
P-74	-66.9133516125	10.5205404162	__export__.isp_zone_11_457fdf7b	post
P-75	-66.9129739551	10.5204216942	__export__.isp_zone_11_457fdf7b	post
P-76	-66.9130010748	10.5201587602	__export__.isp_zone_11_457fdf7b	post
P-77	-66.9127368398	10.5201463064	__export__.isp_zone_11_457fdf7b	post
P-78	-66.9124281787	10.5201269713	__export__.isp_zone_11_457fdf7b	post
P79	-66.9122461927	10.5200762984	__export__.isp_zone_11_457fdf7b	post
P-80	-66.9121276435	10.5199422407	__export__.isp_zone_11_457fdf7b	post
P-81	-66.9120624306	10.5197953619	__export__.isp_zone_11_457fdf7b	post
P-82	-66.9122707912	10.5197446506	__export__.isp_zone_11_457fdf7b	post
P-83	-66.9121015101	10.5195110773	__export__.isp_zone_11_457fdf7b	post
P-84	-66.9119929038	10.5193337869	__export__.isp_zone_11_457fdf7b	post
P-85	-66.9118779372	10.5191162016	__export__.isp_zone_11_457fdf7b	post
p-44 (POSTE APROBADO EN PROYECTO ANTERIOR)	-66.9076912731	10.5155369018	__export__.isp_zone_11_457fdf7b	post
001	-66.907408176	10.5154981309	__export__.isp_zone_11_457fdf7b	post
002	-66.9072757448	10.5155774839	__export__.isp_zone_11_457fdf7b	post
003	-66.9071331375	10.5155035836	__export__.isp_zone_11_457fdf7b	post
004	-66.9068674232	10.5154818249	__export__.isp_zone_11_457fdf7b	post
005	-66.9067702514	10.5154756127	__export__.isp_zone_11_457fdf7b	post
006	-66.9066661778	10.5154564226	__export__.isp_zone_11_457fdf7b	post
007	-66.9066480309	10.5155870131	__export__.isp_zone_11_457fdf7b	post
008	-66.9067149669	10.5157991341	__export__.isp_zone_11_457fdf7b	post
009	-66.9066602955	10.5160100768	__export__.isp_zone_11_457fdf7b	post
010	-66.9066046999	10.5161456392	__export__.isp_zone_11_457fdf7b	post
011	-66.9066398613	10.5161547066	__export__.isp_zone_11_457fdf7b	post
012	-66.9066019093	10.516352457	__export__.isp_zone_11_457fdf7b	post
013	-66.9069395928	10.5166756081	__export__.isp_zone_11_457fdf7b	post
014	-66.9070697597	10.5167545937	__export__.isp_zone_11_457fdf7b	post
015	-66.907302561	10.5169714855	__export__.isp_zone_11_457fdf7b	post
016	-66.9075824898	10.5171183357	__export__.isp_zone_11_457fdf7b	post
017	-66.9078095055	10.5172856526	__export__.isp_zone_11_457fdf7b	post
018	-66.9081531154	10.517573125	__export__.isp_zone_11_457fdf7b	post
019	-66.9082579142	10.5176862952	__export__.isp_zone_11_457fdf7b	post
020	-66.9085094662	10.5179317811	__export__.isp_zone_11_457fdf7b	post
021	-66.9087107207	10.5181751686	__export__.isp_zone_11_457fdf7b	post
022	-66.9090624323	10.5186271158	__export__.isp_zone_11_457fdf7b	post
023	-66.9068536515	10.5159117674	__export__.isp_zone_11_457fdf7b	post
024	-66.9069009199	10.5159577834	__export__.isp_zone_11_457fdf7b	post
025	-66.9067451561	10.5156189286	__export__.isp_zone_11_457fdf7b	post
026	-66.90695265	10.51571465	__export__.isp_zone_11_457fdf7b	post
027	-66.9072157341	10.5157587478	__export__.isp_zone_11_457fdf7b	post
028	-66.907530467	10.5158279036	__export__.isp_zone_11_457fdf7b	post
029	-66.9077681621	10.5158839824	__export__.isp_zone_11_457fdf7b	post
030	-66.9078316574	10.516037403	__export__.isp_zone_11_457fdf7b	post
031	-66.9079778656	10.5161048823	__export__.isp_zone_11_457fdf7b	post
032	-66.9081460807	10.51618393	__export__.isp_zone_11_457fdf7b	post
033	-66.9080210091	10.5163635689	__export__.isp_zone_11_457fdf7b	post
034	-66.9092148682	10.5166892194	__export__.isp_zone_11_457fdf7b	post
035	-66.9094396573	10.5166656065	__export__.isp_zone_11_457fdf7b	post
036	-66.9084203641	10.5171845047	__export__.isp_zone_11_457fdf7b	post
037	-66.9084010649	10.5171041012	__export__.isp_zone_11_457fdf7b	post
038	-66.9082675005	10.516974087	__export__.isp_zone_11_457fdf7b	post
039	-66.9081109786	10.5168176683	__export__.isp_zone_11_457fdf7b	post
040	-66.9079265401	10.5166410922	__export__.isp_zone_11_457fdf7b	post
041	-66.90767543	10.5164752283	__export__.isp_zone_11_457fdf7b	post
042	-66.9075341723	10.516424183	__export__.isp_zone_11_457fdf7b	post
043	-66.9073290131	10.5163453878	__export__.isp_zone_11_457fdf7b	post
044	-66.9071515872	10.5162411489	__export__.isp_zone_11_457fdf7b	post
045	-66.9070030694	10.5162063714	__export__.isp_zone_11_457fdf7b	post
046	-66.9069385097	10.5161323414	__export__.isp_zone_11_457fdf7b	post
047	-66.9067939046	10.5160228035	__export__.isp_zone_11_457fdf7b	post
p-20 (POSTE APROBADO EN PROYECTO ANTERIOR)	-66.9097912228	10.518790535	__export__.isp_zone_11_457fdf7b	post
048	-66.9097429238	10.5189152384	__export__.isp_zone_11_457fdf7b	post
049	-66.9096369094	10.5190968392	__export__.isp_zone_11_457fdf7b	post
051	-66.9094999659	10.5192397832	__export__.isp_zone_11_457fdf7b	post
052	-66.9093135723	10.5190473542	__export__.isp_zone_11_457fdf7b	post
053	-66.9092337492	10.5189346007	__export__.isp_zone_11_457fdf7b	post
054	-66.9095409192	10.5193749828	__export__.isp_zone_11_457fdf7b	post
090	-66.9100788075	10.5187128648	__export__.isp_zone_11_457fdf7b	post
p-19 (POSTE APROBADO EN PROYECTO ANTERIOR)	-66.9099107133	10.5186776755	__export__.isp_zone_11_457fdf7b	post
091	-66.910270887	10.5189094355	__export__.isp_zone_11_457fdf7b	post
092	-66.9104203235	10.5190825767	__export__.isp_zone_11_457fdf7b	post
132	-66.9116015447	10.5189022022	__export__.isp_zone_11_457fdf7b	post
