"Nombre de campo","Etiqueta de campo","Modelo","Tipo de campo","Tipo","Indexado","Almacenado","Sólo lectura","Modelo relacionado"
"state_service","Servicio Internet","Contratos ISP","Selección","Campo base","","True","",""
"state_service_ott","Servicio IPTV/OTT","Contratos ISP","Selección","Campo base","","True","",""
"stay_period_id","Tmp. Permanencia","Contratos ISP","many2one","Campo base","","True","True","contract.stay.period"
"stock_count","Conteo Stock Ticket","Contratos ISP","entero","Campo base","","","True",""
"stock_equipment_line_ids","Lineas de Equipos Usados","Contratos ISP","one2many","Campo base","","True","True","contract.stock"
"stock_line_ids","Lineas de Materiales Usados","Contratos ISP","one2many","Campo base","","True","True","contract.stock"
"stock_line_iptv_ids","Lineas de Materiales Usados IPTV","Contratos ISP","one2many","Campo base","","True","True","contract.stock.iptv"
"street","Calle Principal","Contratos ISP","Carácter","Campo base","","True","True",""
"street2","Calle Secundaria","Contratos ISP","Carácter","Campo base","","True","True",""
"subnet_mask","Subnet mask","Contratos ISP","Carácter","Campo base","","True","",""
"tag_ids","Etiquetas","Contratos ISP","many2many","Campo base","","True","","contract.contract.tag"
"technical_user_id","Asistencia Técnica","Contratos ISP","many2one","Campo base","True","True","","res.users"
"telefono","Teléfono Pago Móvil","Contratos ISP","Carácter","Campo base","","True","",""
"template_id","Email Template","Contratos ISP","many2one","Campo base","","True","","mail.template"
"token","Token ","Contratos ISP","Carácter","Campo base","","True","",""
"token_accepted","Token valido?","Contratos ISP","booleano","Campo base","","True","",""
"type_access_net","Tipo Acceso","Contratos ISP","Carácter","Campo base","","True","True",""
"type_currency_gone","Moneda","Contratos ISP","Carácter","Campo base","","True","True",""
"type_cut","Forma de Corte","Contratos ISP","Selección","Campo base","","True","True",""
"type_journal_invoice","Tipo de Documento","Contratos ISP","Selección","Campo base","","True","",""
"type_payment_journal","Type","Contratos ISP","Selección","Campo base","","","True",""
"type_payment_journal_igtf","Type","Contratos ISP","Selección","Campo base","","","True",""
"type_service_id","Tipo de Servicio","Contratos ISP","many2one","Campo base","","True","True","contract.type.service"
"type_service_name","Tipo de Servicio","Contratos ISP","Carácter","Campo base","","True","",""
"user_id","Comercial","Contratos ISP","many2one","Campo base","","True","True","res.users"
"user_ids","Users","Contratos ISP","many2many","Campo base","","","True","res.users"
"username_wan","Username","Contratos ISP","Carácter","Campo base","","True","",""
"validate_gone","Validate","Contratos ISP","booleano","Campo base","","True","",""
"visibility_tax_igtf","Pago en divisas","Contratos ISP","booleano","Campo base","","","True",""
"wan_mode","WAN mode","Contratos ISP","Selección","Campo base","","True","",""
"web_register_deposit_count","Nro.Dep.Online","Contratos ISP","entero","Campo base","","","True",""
"web_register_deposit_generic_count","Nro.Dep.Onlineos","Contratos ISP","entero","Campo base","","","True",""
"website_message_ids","Website Messages","Contratos ISP","one2many","Campo base","","True","","mail.message"
"wifi_wan","Wifi","Contratos ISP","booleano","Campo base","","True","",""
"write_date","Last Updated on","Contratos ISP","Fecha y hora","Campo base","","True","True",""
"write_uid","Last Updated by","Contratos ISP","many2one","Campo base","","True","True","res.users"
"zip","Zip","Contratos ISP","Carácter","Campo base","","True","",""
